"CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio","Cluster"
716396358,"Existing Customer",52,"M",2,"Graduate","Married","$60K - $80K","Blue",47,5,3,0,3085,1910,1175,0.921,1531,35,0.667,0.619,"6"
778992108,"Existing Customer",57,"M",2,"Unknown","Married","$120K +","Blue",45,5,3,3,5266,0,5266,1.702,1516,29,1.636,0,"6"
719712633,"Existing Customer",64,"M",1,"Graduate","Married","Less than $40K","Blue",52,6,4,3,1709,895,814,1.656,1673,32,0.882,0.524,"6"
772629333,"Existing Customer",45,"M",3,"Graduate","Married","$40K - $60K","Blue",35,5,4,2,3454,1200,2254,0.597,1313,30,0.304,0.347,"6"
720336708,"Existing Customer",53,"M",3,"Doctorate","Married","$40K - $60K","Blue",35,5,3,2,3789,1706,2083,1.047,1609,42,0.68,0.45,"6"
802013583,"Existing Customer",56,"M",3,"College","Married","$120K +","Blue",50,3,2,0,9689,2250,7439,0.576,1158,19,0.727,0.232,"6"
711887583,"Attrited Customer",47,"M",2,"Unknown","Married","$80K - $120K","Blue",37,2,3,3,5449,1628,3821,0.696,836,18,0.385,0.299,"6"
779155158,"Existing Customer",53,"M",3,"Graduate","Married","$120K +","Blue",34,6,2,2,2940,1264,1676,0.562,1259,33,0.5,0.43,"6"
717929133,"Existing Customer",44,"M",1,"Uneducated","Married","$60K - $80K","Blue",36,5,2,3,14450,2440,12010,1.283,1235,30,0.667,0.169,"6"
710916408,"Existing Customer",57,"M",4,"Graduate","Married","$60K - $80K","Blue",39,4,3,0,8466,1886,6580,0.56,1342,32,0.391,0.223,"6"
708492558,"Existing Customer",42,"M",3,"Unknown","Married","$60K - $80K","Blue",36,5,3,3,15088,865,14223,0.939,1107,21,1.625,0.057,"6"
721074183,"Existing Customer",49,"M",1,"Doctorate","Married","$60K - $80K","Blue",36,4,6,3,24159,1196,22963,0.712,1111,24,1,0.05,"6"
714877233,"Existing Customer",53,"M",1,"High School","Married","$80K - $120K","Blue",47,3,2,2,12262,1836,10426,1.584,1659,38,1.533,0.15,"6"
720201033,"Attrited Customer",53,"M",2,"Graduate","Married","$80K - $120K","Blue",41,3,3,2,11669,2227,9442,0.622,720,23,0.353,0.191,"6"
822063408,"Existing Customer",43,"M",4,"Unknown","Married","$40K - $60K","Blue",39,5,1,2,6111,2517,3594,0.632,1221,16,2.2,0.412,"6"
714490308,"Existing Customer",57,"M",4,"Graduate","Married","$80K - $120K","Blue",46,3,2,3,19270,1662,17608,1.186,1565,28,1.545,0.086,"6"
713356833,"Existing Customer",52,"M",1,"Graduate","Married","$80K - $120K","Blue",43,3,1,4,3710,2517,1193,1.541,1578,34,0.7,0.678,"6"
709919283,"Existing Customer",54,"M",4,"Graduate","Married","$80K - $120K","Blue",34,2,3,2,14926,2517,12409,1.996,1576,25,1.5,0.169,"6"
818839983,"Existing Customer",55,"M",2,"Graduate","Married","$120K +","Blue",50,3,2,0,10916,1536,9380,1.317,1592,34,1,0.141,"6"
712350858,"Existing Customer",41,"M",2,"High School","Married","$80K - $120K","Blue",24,4,1,3,9366,1104,8262,0.572,1303,39,0.625,0.118,"6"
712720158,"Existing Customer",68,"M",1,"Graduate","Married","Unknown","Blue",56,5,2,3,13860,1652,12208,1.255,1910,32,1.909,0.119,"6"
712454058,"Existing Customer",49,"M",1,"Doctorate","Married","$120K +","Blue",38,6,1,3,9364,618,8746,0.554,1099,27,0.8,0.066,"6"
720253908,"Existing Customer",56,"M",0,"High School","Married","$80K - $120K","Blue",43,5,2,1,2852,1024,1828,1.009,1651,28,1,0.359,"6"
713187033,"Existing Customer",46,"M",1,"Uneducated","Married","$60K - $80K","Blue",36,3,2,2,20459,2071,18388,1.248,1767,38,2.167,0.101,"6"
709531908,"Existing Customer",53,"M",3,"High School","Married","$60K - $80K","Blue",47,5,2,2,1438.3,0,1438.3,0.776,2184,53,0.828,0,"6"
708953883,"Attrited Customer",53,"M",2,"Unknown","Married","$80K - $120K","Blue",36,2,2,1,3212,0,3212,0.713,757,20,0.25,0,"6"
716264358,"Existing Customer",53,"M",3,"Uneducated","Married","$80K - $120K","Blue",42,2,1,2,26792,1836,24956,1.432,2398,47,0.88,0.069,"6"
779562633,"Existing Customer",45,"M",2,"Uneducated","Married","$40K - $60K","Blue",34,3,2,1,5771,2248,3523,1.791,1387,18,0.8,0.39,"6"
715315833,"Existing Customer",51,"M",3,"Graduate","Married","$80K - $120K","Blue",36,6,2,3,11106,2107,8999,0.948,1243,24,1,0.19,"6"
719360583,"Existing Customer",53,"M",1,"Graduate","Married","$60K - $80K","Blue",45,6,2,2,3380,1701,1679,0.747,1502,25,1.273,0.503,"6"
709701558,"Existing Customer",47,"M",3,"Graduate","Married","$60K - $80K","Blue",36,2,1,2,21331,1251,20080,0.949,1460,50,1.083,0.059,"6"
780376683,"Existing Customer",57,"M",1,"Graduate","Married","$80K - $120K","Blue",47,5,3,1,14612,1976,12636,1.768,1827,24,3,0.135,"6"
780466533,"Existing Customer",54,"M",3,"Doctorate","Married","$120K +","Blue",41,3,3,0,21592,1676,19916,1.097,1873,52,0.529,0.078,"6"
712375758,"Existing Customer",53,"M",3,"Uneducated","Married","$80K - $120K","Blue",43,3,3,1,16393,1423,14970,1.642,1461,42,0.75,0.087,"6"
708868233,"Attrited Customer",68,"M",0,"High School","Married","Less than $40K","Blue",52,1,3,2,1438.3,900,538.3,0.743,760,21,0.615,0.626,"6"
718030083,"Existing Customer",59,"M",1,"College","Married","$60K - $80K","Blue",36,4,1,2,7871,1687,6184,1.242,1428,22,1.444,0.214,"6"
720707283,"Existing Customer",48,"M",4,"Unknown","Married","$80K - $120K","Blue",36,5,3,0,5288,866,4422,0.869,1777,42,0.75,0.164,"6"
771698658,"Existing Customer",44,"M",5,"Graduate","Married","$60K - $80K","Blue",32,4,5,3,11376,2006,9370,0.619,1302,27,0.8,0.176,"6"
748326258,"Existing Customer",48,"M",3,"College","Married","$80K - $120K","Blue",41,4,5,3,12302,1632,10670,1.509,1483,41,0.519,0.133,"6"
711551958,"Attrited Customer",59,"M",2,"Post-Graduate","Married","$60K - $80K","Blue",46,3,3,3,1438.3,0,1438.3,0.688,844,24,0.5,0,"6"
809164083,"Existing Customer",63,"M",1,"Graduate","Married","$40K - $60K","Blue",56,2,1,2,2619,1779,840,1.259,1450,37,0.947,0.679,"6"
820596183,"Existing Customer",58,"M",2,"College","Married","$120K +","Blue",53,2,3,0,24407,2395,22012,1.071,2311,48,0.714,0.098,"6"
805543158,"Existing Customer",52,"M",3,"Graduate","Married","$120K +","Blue",47,5,3,3,11086,2207,8879,0.869,1523,40,1.105,0.199,"6"
716479233,"Existing Customer",43,"M",4,"High School","Married","$40K - $60K","Blue",36,5,3,2,13258,1721,11537,0.908,1080,21,1.333,0.13,"6"
770746908,"Existing Customer",44,"M",4,"Unknown","Married","$60K - $80K","Blue",30,5,1,2,7872,2509,5363,0.971,1155,32,0.882,0.319,"6"
794843883,"Existing Customer",41,"M",3,"High School","Married","$80K - $120K","Blue",35,6,1,2,34516,1202,33314,0.603,1353,33,0.737,0.035,"6"
758348808,"Existing Customer",51,"M",2,"Graduate","Married","$120K +","Blue",44,4,3,3,34516,1666,32850,0.613,1218,18,0.8,0.048,"6"
708711483,"Existing Customer",57,"M",2,"Unknown","Married","$80K - $120K","Blue",46,2,3,0,18871,1740,17131,1.727,1516,21,2,0.092,"6"
790096533,"Existing Customer",55,"M",2,"College","Married","$60K - $80K","Blue",48,4,3,2,8863,1301,7562,1.207,1512,27,1.455,0.147,"6"
720997383,"Attrited Customer",52,"M",1,"Uneducated","Married","$80K - $120K","Blue",36,2,3,3,1857,1833,24,0.723,829,17,0.7,0.987,"6"
709930758,"Existing Customer",41,"M",2,"Uneducated","Married","$40K - $60K","Blue",30,5,3,3,11107,1222,9885,0.538,1506,33,0.941,0.11,"6"
821797008,"Attrited Customer",49,"M",5,"College","Married","$40K - $60K","Blue",45,2,2,3,1438.3,0,1438.3,0.734,815,21,0.615,0,"6"
715341858,"Existing Customer",54,"M",2,"Graduate","Married","$80K - $120K","Blue",46,6,2,3,1982,1289,693,0.939,1377,49,0.69,0.65,"6"
712125258,"Attrited Customer",46,"M",4,"High School","Married","$120K +","Blue",30,3,3,3,2442,0,2442,0.98,701,19,0.727,0,"6"
709703433,"Existing Customer",47,"M",3,"Graduate","Married","$60K - $80K","Blue",38,4,1,2,21304,1532,19772,1.018,1770,25,0.923,0.072,"6"
715952883,"Existing Customer",73,"M",0,"High School","Married","$40K - $60K","Blue",36,5,3,2,4469,1125,3344,1.363,1765,34,1.615,0.252,"6"
787348608,"Existing Customer",70,"M",0,"High School","Married","Less than $40K","Blue",56,3,2,3,3252,1495,1757,0.581,1227,15,0.875,0.46,"6"
779656908,"Existing Customer",40,"M",1,"Graduate","Married","$40K - $60K","Blue",23,6,3,2,6990,1378,5612,0.73,1479,29,0.611,0.197,"6"
710620383,"Existing Customer",43,"M",4,"Unknown","Married","$60K - $80K","Blue",35,6,3,2,24396,1171,23225,0.655,965,17,1.125,0.048,"6"
789483333,"Existing Customer",41,"M",2,"Uneducated","Married","$40K - $60K","Blue",32,5,1,3,5214,795,4419,0.707,1258,23,1.3,0.152,"6"
719942883,"Existing Customer",54,"M",5,"Graduate","Married","$60K - $80K","Blue",38,3,3,3,2290,1434,856,0.923,1119,18,3.5,0.626,"6"
720615708,"Existing Customer",57,"M",0,"Uneducated","Married","$40K - $60K","Blue",45,6,2,2,2601,0,2601,0.814,1232,32,0.684,0,"6"
715085733,"Existing Customer",61,"M",0,"Graduate","Married","$40K - $60K","Blue",52,3,1,2,2939,1999,940,2.145,2434,33,1.538,0.68,"6"
788977833,"Existing Customer",61,"M",0,"Uneducated","Married","$80K - $120K","Blue",48,2,1,0,5362,1274,4088,1.015,1876,41,0.783,0.238,"6"
720272958,"Attrited Customer",48,"M",2,"High School","Married","$120K +","Blue",36,3,3,3,27126,0,27126,0.953,1000,25,0.786,0,"6"
779078733,"Existing Customer",55,"M",2,"Doctorate","Married","$60K - $80K","Blue",36,3,4,3,16427,1682,14745,0.631,1579,36,1.118,0.102,"6"
716458983,"Existing Customer",60,"M",0,"High School","Married","$40K - $60K","Blue",36,5,1,3,3281,837,2444,1.859,1424,29,1.417,0.255,"6"
713747733,"Existing Customer",55,"M",2,"High School","Married","$40K - $60K","Blue",47,5,3,2,3096,2217,879,0.799,2011,41,0.783,0.716,"6"
712890408,"Existing Customer",45,"M",2,"Uneducated","Married","$60K - $80K","Blue",36,5,3,2,2221,1343,878,0.869,1338,30,1.308,0.605,"6"
717401883,"Existing Customer",35,"M",3,"Uneducated","Married","$60K - $80K","Blue",22,5,2,2,6985,1130,5855,0.963,1694,44,0.76,0.162,"6"
721509558,"Existing Customer",51,"M",2,"Graduate","Married","$120K +","Blue",42,3,3,0,24221,1707,22514,0.816,1678,40,0.538,0.07,"6"
715203108,"Existing Customer",63,"M",2,"High School","Married","$40K - $60K","Blue",36,2,2,2,5007,930,4077,0.885,1050,28,1.154,0.186,"6"
710027508,"Existing Customer",61,"M",0,"Graduate","Married","$60K - $80K","Blue",54,3,2,0,1616,1047,569,0.984,1389,33,1.2,0.648,"6"
708330858,"Attrited Customer",57,"M",3,"Graduate","Married","$120K +","Blue",38,2,3,3,8249,1381,6868,0.798,678,11,0.833,0.167,"6"
712701333,"Existing Customer",53,"M",3,"High School","Married","$60K - $80K","Blue",43,5,3,2,5264,2169,3095,0.374,1219,27,0.5,0.412,"6"
715812258,"Existing Customer",45,"M",2,"High School","Married","$80K - $120K","Blue",34,5,5,2,12518,1539,10979,0.645,1165,33,0.833,0.123,"6"
778286433,"Existing Customer",67,"M",0,"Graduate","Married","$40K - $60K","Blue",56,4,2,1,5876,1297,4579,1.012,2133,55,0.719,0.221,"6"
788194458,"Existing Customer",34,"M",3,"High School","Married","$60K - $80K","Blue",26,4,3,3,3265,2517,748,0.952,1843,35,0.944,0.771,"6"
720779733,"Existing Customer",56,"M",1,"Uneducated","Married","$120K +","Blue",36,3,2,2,6041,1355,4686,0.685,1747,49,0.581,0.224,"6"
715024233,"Existing Customer",53,"M",1,"High School","Married","$120K +","Blue",36,6,3,2,3312,1844,1468,0.986,1740,32,0.882,0.557,"6"
709278258,"Attrited Customer",54,"M",2,"Unknown","Married","$40K - $60K","Blue",44,4,3,2,2902,2517,385,0.821,996,26,0.444,0.867,"6"
712299858,"Existing Customer",62,"M",1,"High School","Married","Less than $40K","Blue",53,5,3,3,2077,1571,506,1.031,1365,38,1,0.756,"6"
809976033,"Existing Customer",49,"M",2,"Uneducated","Married","$60K - $80K","Blue",44,6,3,0,7819,1560,6259,0.827,1582,25,0.786,0.2,"6"
714871683,"Attrited Customer",58,"M",1,"Uneducated","Married","$40K - $60K","Blue",36,2,4,3,1438.3,537,901.3,0.819,715,13,0.182,0.373,"6"
716139933,"Existing Customer",54,"M",0,"High School","Married","$80K - $120K","Blue",36,3,1,2,16286,1710,14576,1.223,2552,49,1.227,0.105,"6"
716984658,"Existing Customer",49,"M",1,"Graduate","Married","$120K +","Blue",39,3,2,3,34516,0,34516,0.507,1106,31,0.938,0,"6"
719242533,"Existing Customer",41,"M",5,"High School","Married","$60K - $80K","Blue",33,5,3,3,22770,2517,20253,0.994,1882,38,0.652,0.111,"6"
788868858,"Existing Customer",54,"M",2,"Graduate","Married","Less than $40K","Blue",39,4,4,2,2702,2517,185,1.019,1658,32,1.462,0.932,"6"
788808633,"Existing Customer",43,"M",3,"Graduate","Married","$80K - $120K","Blue",26,5,3,2,2355,1090,1265,0.751,1441,29,0.812,0.463,"6"
788853258,"Existing Customer",41,"M",1,"Uneducated","Married","$60K - $80K","Blue",25,3,2,0,7984,1503,6481,0.797,1734,39,1.167,0.188,"6"
719554758,"Existing Customer",46,"M",2,"Uneducated","Married","$80K - $120K","Blue",38,6,3,2,34516,2165,32351,0.837,1672,32,0.524,0.063,"6"
828281733,"Existing Customer",43,"M",4,"Unknown","Married","$120K +","Blue",39,3,3,3,14881,848,14033,0.762,1408,23,1.091,0.057,"6"
713441958,"Existing Customer",46,"M",2,"High School","Married","$120K +","Blue",36,5,3,2,19727,1785,17942,0.572,1245,25,0.786,0.09,"6"
719091333,"Existing Customer",52,"M",0,"Uneducated","Married","$60K - $80K","Blue",36,3,3,2,22720,793,21927,0.685,1102,27,0.286,0.035,"6"
708666258,"Existing Customer",43,"M",4,"Unknown","Married","$40K - $60K","Blue",36,5,3,0,8129,1799,6330,0.566,1402,33,0.737,0.221,"6"
772047183,"Existing Customer",45,"M",4,"High School","Married","$40K - $60K","Blue",34,6,3,3,3104,1766,1338,0.828,1353,24,1.182,0.569,"6"
714217908,"Existing Customer",49,"M",3,"Graduate","Married","$40K - $60K","Blue",41,5,3,2,2406,1560,846,0.751,1173,32,0.391,0.648,"6"
714819183,"Existing Customer",63,"M",1,"Uneducated","Married","$80K - $120K","Blue",36,5,2,3,24571,1955,22616,1.174,1746,28,1,0.08,"6"
752952108,"Existing Customer",37,"M",4,"Graduate","Married","$80K - $120K","Blue",26,6,2,3,2846,1818,1028,0.711,1473,37,1.176,0.639,"6"
714982383,"Existing Customer",55,"M",2,"High School","Married","$60K - $80K","Blue",36,4,3,3,7231,2381,4850,0.996,1421,23,1.3,0.329,"6"
794545983,"Existing Customer",57,"M",2,"Graduate","Married","$80K - $120K","Blue",40,3,2,3,12208,1980,10228,0.616,1409,34,0.619,0.162,"6"
715585158,"Existing Customer",58,"M",1,"Graduate","Married","$60K - $80K","Blue",46,3,3,2,10021,1617,8404,0.578,1275,25,0.667,0.161,"6"
810449883,"Existing Customer",64,"M",0,"Unknown","Married","Less than $40K","Blue",56,6,1,0,2215,1915,300,0.794,1270,27,0.588,0.865,"6"
715022133,"Existing Customer",53,"M",2,"Graduate","Married","$60K - $80K","Blue",47,6,2,2,6363,1162,5201,0.644,1256,26,1,0.183,"6"
715699983,"Existing Customer",56,"M",3,"High School","Married","$60K - $80K","Blue",36,5,1,3,9226,1233,7993,1.521,1626,29,1.636,0.134,"6"
804359133,"Existing Customer",55,"M",0,"High School","Married","$120K +","Blue",49,5,3,3,3805,2233,1572,1.095,1743,27,0.929,0.587,"6"
717354558,"Attrited Customer",57,"M",2,"Uneducated","Married","$120K +","Blue",40,3,3,3,3106,1120,1986,1.045,683,17,0.7,0.361,"6"
798473808,"Existing Customer",48,"M",3,"College","Married","$80K - $120K","Blue",42,3,3,0,7477,0,7477,0.511,1159,32,0.684,0,"6"
712372158,"Existing Customer",45,"M",4,"Unknown","Married","$120K +","Blue",33,6,1,3,34516,2086,32430,0.986,1859,47,0.958,0.06,"6"
715192308,"Existing Customer",48,"M",2,"High School","Married","$120K +","Blue",36,6,5,2,29963,2094,27869,0.648,1205,28,0.867,0.07,"6"
714639783,"Attrited Customer",42,"M",3,"College","Married","$60K - $80K","Blue",34,3,3,3,13450,0,13450,0.742,1000,18,0.059,0,"6"
779241783,"Existing Customer",67,"M",1,"Uneducated","Married","$40K - $60K","Blue",49,4,3,2,3106,1675,1431,0.781,1512,38,0.407,0.539,"6"
715205358,"Existing Customer",39,"M",1,"Graduate","Married","$60K - $80K","Blue",31,4,1,1,2536,913,1623,1.059,1750,35,1.333,0.36,"6"
709864833,"Existing Customer",49,"M",2,"Post-Graduate","Married","$60K - $80K","Blue",38,3,2,0,8077,1965,6112,0.637,1329,26,0.444,0.243,"6"
710004933,"Existing Customer",44,"M",5,"Uneducated","Married","$60K - $80K","Blue",36,3,3,2,8645,1454,7191,0.708,1435,25,1.778,0.168,"6"
719337408,"Existing Customer",63,"M",0,"High School","Married","$60K - $80K","Blue",36,6,2,3,2567,0,2567,1.636,2399,43,0.955,0,"6"
790099758,"Existing Customer",40,"M",3,"High School","Married","$40K - $60K","Blue",33,4,3,3,6884,1001,5883,0.786,975,11,0.833,0.145,"6"
778770783,"Existing Customer",42,"M",4,"High School","Married","$80K - $120K","Blue",30,6,1,0,29801,1916,27885,0.781,990,21,0.909,0.064,"6"
713134458,"Existing Customer",54,"M",3,"High School","Married","$120K +","Blue",43,4,1,1,13219,0,13219,0.576,1097,24,0.5,0,"6"
767695083,"Existing Customer",50,"M",2,"Graduate","Married","$80K - $120K","Blue",44,3,3,0,4589,0,4589,0.845,1590,37,0.37,0,"6"
718349058,"Existing Customer",49,"M",3,"High School","Married","$80K - $120K","Blue",39,3,3,2,29659,1143,28516,0.512,1193,21,0.615,0.039,"6"
789842283,"Attrited Customer",54,"M",2,"Graduate","Married","$60K - $80K","Blue",42,3,3,2,4320,0,4320,0.967,706,21,0.5,0,"6"
719418933,"Attrited Customer",53,"M",2,"Uneducated","Married","$80K - $120K","Blue",36,1,3,3,4503,0,4503,0.659,748,20,0.429,0,"6"
720115683,"Existing Customer",47,"M",3,"Uneducated","Married","$80K - $120K","Blue",36,6,2,2,29770,1565,28205,0.674,1774,42,2,0.053,"6"
717392358,"Existing Customer",60,"M",1,"Graduate","Married","$80K - $120K","Blue",50,6,2,2,23412,1078,22334,0.79,1786,50,0.786,0.046,"6"
708217758,"Existing Customer",63,"M",2,"Graduate","Married","$60K - $80K","Blue",49,5,2,3,14035,2061,11974,2.271,1606,30,1.5,0.147,"6"
717469158,"Existing Customer",46,"M",2,"Unknown","Married","$80K - $120K","Blue",30,6,3,0,18578,1385,17193,0.565,1606,54,0.421,0.075,"6"
709122483,"Existing Customer",56,"M",3,"Graduate","Married","$60K - $80K","Blue",37,3,3,0,2783,1526,1257,0.942,1909,54,0.688,0.548,"6"
789337233,"Existing Customer",63,"M",1,"Graduate","Married","$40K - $60K","Blue",53,6,6,2,2880,2362,518,0.89,1323,26,0.444,0.82,"6"
721043058,"Existing Customer",58,"M",4,"Unknown","Married","$60K - $80K","Blue",44,5,1,3,12010,2149,9861,0.801,1700,35,1.5,0.179,"6"
717701733,"Existing Customer",44,"M",2,"Graduate","Married","$80K - $120K","Blue",35,3,2,2,11910,2098,9812,1.16,1646,39,1.294,0.176,"6"
721375308,"Existing Customer",48,"M",3,"High School","Married","$80K - $120K","Blue",36,5,1,3,30579,1351,29228,0.759,1289,19,0.727,0.044,"6"
712138983,"Existing Customer",54,"M",1,"Graduate","Married","$60K - $80K","Blue",36,3,3,2,2947,2216,731,0.76,1744,53,0.606,0.752,"6"
716920908,"Existing Customer",52,"M",4,"High School","Married","$80K - $120K","Blue",42,6,1,0,5738,1112,4626,1.519,1922,48,0.655,0.194,"6"
772735758,"Existing Customer",44,"M",1,"Unknown","Married","Unknown","Blue",34,6,2,0,2885,1895,990,0.387,1366,31,0.632,0.657,"6"
714893733,"Existing Customer",55,"M",1,"High School","Married","$80K - $120K","Blue",45,3,3,3,16794,809,15985,1.566,1917,33,0.941,0.048,"6"
710558883,"Existing Customer",41,"M",3,"Uneducated","Married","$60K - $80K","Blue",36,5,3,2,17391,1044,16347,1.08,1248,27,0.688,0.06,"6"
712049208,"Existing Customer",56,"M",3,"Post-Graduate","Married","$60K - $80K","Blue",39,3,1,2,3955,2517,1438,0.484,1238,25,1.083,0.636,"6"
710202783,"Existing Customer",33,"M",2,"Graduate","Married","$60K - $80K","Blue",13,3,3,3,1963,1721,242,0.68,1378,37,0.762,0.877,"6"
779610033,"Attrited Customer",58,"M",1,"College","Married","$80K - $120K","Blue",47,3,3,3,12151,1799,10352,1.022,918,14,0.556,0.148,"6"
721183983,"Existing Customer",48,"M",4,"High School","Married","$120K +","Blue",31,6,3,1,34516,1013,33503,0.575,1222,37,0.85,0.029,"6"
710698233,"Existing Customer",37,"M",4,"Graduate","Married","$80K - $120K","Blue",28,4,1,2,10021,1203,8818,0.93,1463,40,1,0.12,"6"
719366358,"Existing Customer",51,"M",3,"High School","Married","$120K +","Blue",40,6,3,2,7319,1692,5627,0.701,1233,29,0.611,0.231,"6"
721417233,"Attrited Customer",45,"M",2,"Graduate","Married","$60K - $80K","Blue",25,3,5,3,1438.3,0,1438.3,0.676,709,27,0.421,0,"6"
714578283,"Existing Customer",47,"M",1,"Graduate","Married","$60K - $80K","Blue",37,6,3,0,2053,0,2053,0.865,1283,28,1.154,0,"6"
769574883,"Existing Customer",41,"M",2,"High School","Married","$40K - $60K","Blue",32,3,1,3,12804,2517,10287,0.892,1101,37,0.276,0.197,"6"
717643608,"Existing Customer",48,"M",4,"College","Married","$80K - $120K","Blue",36,3,3,2,26443,1601,24842,0.493,1593,36,0.333,0.061,"6"
