"CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio","Cluster"
718490658,"Existing Customer",50,"F",1,"Graduate","Single","Less than $40K","Blue",36,4,1,3,5012,2242,2770,0.816,1142,28,1,0.447,"1"
711985833,"Existing Customer",38,"F",4,"Uneducated","Single","Less than $40K","Blue",30,4,1,0,2569,1605,964,0.574,1190,46,0.643,0.625,"1"
708967608,"Existing Customer",53,"F",1,"Graduate","Single","Less than $40K","Blue",45,3,1,2,3471,1785,1686,1.051,1052,24,0.714,0.514,"1"
799224108,"Existing Customer",46,"F",4,"Graduate","Single","Less than $40K","Blue",40,5,1,2,6265,1942,4323,1.027,1715,43,0.87,0.31,"1"
779804208,"Existing Customer",53,"F",2,"Graduate","Single","$40K - $60K","Blue",42,6,2,0,5332,0,5332,0.939,1371,39,1.167,0,"1"
819129858,"Existing Customer",46,"F",2,"Graduate","Single","Less than $40K","Blue",41,5,3,0,4745,1270,3475,0.93,1519,31,0.938,0.268,"1"
714914583,"Existing Customer",40,"F",4,"Graduate","Single","Less than $40K","Blue",27,6,2,3,3751,1521,2230,0.974,1060,30,1.308,0.405,"1"
721347408,"Existing Customer",55,"F",1,"High School","Single","Less than $40K","Blue",43,4,2,0,2569,1403,1166,0.886,1456,39,0.444,0.546,"1"
809608533,"Existing Customer",49,"F",4,"Post-Graduate","Single","Unknown","Blue",44,6,3,2,18206,1586,16620,0.921,1439,48,1,0.087,"1"
716455683,"Existing Customer",40,"F",3,"High School","Single","Less than $40K","Gold",36,3,2,3,15534,726,14808,0.556,1279,28,0.867,0.047,"1"
712506708,"Existing Customer",39,"F",3,"College","Single","Less than $40K","Blue",25,6,1,2,3920,2008,1912,0.944,3178,53,0.656,0.512,"1"
717292758,"Existing Customer",55,"F",2,"Graduate","Single","Less than $40K","Blue",47,5,3,2,6347,0,6347,0.466,1161,44,0.375,0,"1"
711791583,"Attrited Customer",52,"F",1,"Graduate","Single","Less than $40K","Blue",40,1,2,2,2317,0,2317,1.005,884,19,0.727,0,"1"
712315683,"Attrited Customer",53,"F",2,"Uneducated","Single","Less than $40K","Blue",45,1,1,1,1981,1518,463,1.019,973,25,0.923,0.766,"1"
710038008,"Existing Customer",56,"F",1,"Graduate","Single","$40K - $60K","Blue",47,3,2,1,6038,0,6038,0.741,1447,30,0.875,0,"1"
714513033,"Existing Customer",39,"F",1,"Unknown","Single","$40K - $60K","Blue",36,6,1,3,11213,0,11213,0.563,1257,23,0.643,0,"1"
714900408,"Existing Customer",41,"F",4,"High School","Single","Less than $40K","Blue",31,3,1,0,5773,0,5773,0.67,1306,39,0.5,0,"1"
718640508,"Existing Customer",59,"F",0,"Graduate","Single","Less than $40K","Blue",46,4,1,2,3044,1611,1433,0.74,1456,36,0.714,0.529,"1"
714272658,"Attrited Customer",43,"F",2,"Uneducated","Single","Less than $40K","Blue",24,2,3,2,2962,2517,445,1.046,929,31,0.409,0.85,"1"
708241233,"Attrited Customer",52,"F",3,"Post-Graduate","Single","Less than $40K","Blue",47,3,3,2,2972,0,2972,1.035,922,25,0.562,0,"1"
717860358,"Existing Customer",40,"F",3,"High School","Single","$40K - $60K","Blue",36,5,3,2,5124,2235,2889,0.542,1158,42,0.355,0.436,"1"
779912283,"Existing Customer",49,"F",3,"Graduate","Single","$40K - $60K","Blue",33,5,3,2,9995,1713,8282,0.96,1172,38,0.462,0.171,"1"
710104908,"Existing Customer",56,"F",5,"College","Single","Less than $40K","Blue",43,4,1,0,2763,2517,246,0.938,1246,31,0.824,0.911,"1"
716223708,"Attrited Customer",45,"F",3,"Uneducated","Single","Unknown","Blue",36,3,3,3,4028,710,3318,0.731,791,22,0.833,0.176,"1"
713217858,"Existing Customer",38,"F",2,"Uneducated","Single","Less than $40K","Blue",32,5,3,3,2264,0,2264,0.479,1204,28,0.333,0,"1"
768600558,"Existing Customer",41,"F",4,"Graduate","Single","$40K - $60K","Blue",31,4,2,3,2375,1658,717,0.638,1071,28,1,0.698,"1"
712899333,"Existing Customer",47,"F",4,"College","Single","Less than $40K","Blue",37,6,2,2,4256,1084,3172,0.63,1100,29,0.381,0.255,"1"
719229708,"Existing Customer",41,"F",1,"High School","Single","$40K - $60K","Blue",31,6,3,2,4969,838,4131,0.591,1489,32,0.455,0.169,"1"
709198158,"Existing Customer",50,"F",4,"Graduate","Single","Less than $40K","Blue",36,6,2,0,3125,1928,1197,0.412,1631,46,0.533,0.617,"1"
709103358,"Existing Customer",39,"F",2,"College","Single","Less than $40K","Blue",36,6,3,3,9476,0,9476,0.605,1128,27,0.929,0,"1"
710955633,"Existing Customer",54,"F",3,"Doctorate","Single","Less than $40K","Blue",42,6,1,0,9256,1999,7257,0.812,1446,37,0.762,0.216,"1"
717956283,"Existing Customer",57,"F",1,"Graduate","Single","$40K - $60K","Blue",48,5,1,0,10953,1945,9008,0.886,1277,29,0.526,0.178,"1"
720605808,"Attrited Customer",53,"F",1,"Graduate","Single","Less than $40K","Blue",36,2,2,3,1438.3,0,1438.3,0.672,799,17,0.214,0,"1"
758317233,"Existing Customer",35,"F",1,"College","Single","Unknown","Blue",28,4,5,2,3518,1575,1943,0.625,2121,60,0.579,0.448,"1"
787599258,"Existing Customer",55,"F",3,"Graduate","Single","Less than $40K","Blue",29,6,1,2,7361,1309,6052,0.504,1175,34,0.7,0.178,"1"
796343058,"Existing Customer",49,"F",2,"High School","Single","Less than $40K","Blue",43,4,1,2,3538,0,3538,0.481,1265,38,0.462,0,"1"
709852908,"Existing Customer",44,"F",3,"Uneducated","Single","Less than $40K","Blue",36,5,3,3,4307,0,4307,0.745,1628,37,0.542,0,"1"
823528833,"Existing Customer",50,"F",1,"Unknown","Single","Less than $40K","Blue",46,4,2,3,2081,1235,846,1.485,1337,29,1.071,0.593,"1"
714451833,"Existing Customer",45,"F",1,"Doctorate","Single","Less than $40K","Blue",36,6,2,2,1438.3,0,1438.3,0.597,1431,34,0.545,0,"1"
710706558,"Existing Customer",51,"F",4,"Graduate","Single","Less than $40K","Blue",42,3,1,3,2680,1753,927,0.32,1154,33,0.571,0.654,"1"
711157833,"Existing Customer",56,"F",3,"Graduate","Single","$40K - $60K","Blue",36,4,1,0,5108,1656,3452,0.711,1631,41,0.323,0.324,"1"
778357458,"Existing Customer",44,"F",5,"Unknown","Single","Less than $40K","Blue",24,4,3,3,2003,1224,779,0.646,1756,42,0.355,0.611,"1"
795904233,"Existing Customer",38,"F",3,"Unknown","Single","Unknown","Blue",32,5,1,0,26945,727,26218,0.687,1579,40,0.6,0.027,"1"
788701608,"Existing Customer",42,"F",4,"Graduate","Single","Less than $40K","Blue",26,5,2,3,2950,1705,1245,0.605,1260,32,0.6,0.578,"1"
712960308,"Existing Customer",33,"F",2,"High School","Single","Less than $40K","Blue",36,4,1,1,8070,2350,5720,1.03,2117,61,0.649,0.291,"1"
716144058,"Existing Customer",36,"F",1,"College","Single","$40K - $60K","Blue",25,6,3,3,1888,0,1888,0.928,1886,66,0.65,0,"1"
716991933,"Attrited Customer",53,"F",3,"Uneducated","Single","Less than $40K","Blue",35,6,3,1,9786,0,9786,0.701,820,25,0.562,0,"1"
715271733,"Existing Customer",50,"F",2,"Uneducated","Single","Less than $40K","Blue",37,3,3,0,8520,814,7706,0.504,1193,35,0.346,0.096,"1"
715345833,"Existing Customer",36,"F",1,"High School","Single","Less than $40K","Blue",36,6,3,1,6116,2517,3599,0.691,2369,56,0.75,0.412,"1"
721433283,"Existing Customer",39,"F",1,"High School","Single","$40K - $60K","Blue",20,3,2,2,9956,1117,8839,0.515,1447,39,0.696,0.112,"1"
718206783,"Existing Customer",45,"F",4,"Unknown","Single","Less than $40K","Gold",36,6,1,3,15987,1648,14339,0.732,1436,36,1.25,0.103,"1"
771190083,"Existing Customer",36,"F",3,"Post-Graduate","Single","Less than $40K","Blue",23,6,2,1,2410,1705,705,0.798,2505,69,0.568,0.707,"1"
715942683,"Existing Customer",32,"F",3,"Graduate","Single","Less than $40K","Blue",36,3,1,3,3555,0,3555,0.813,2346,71,0.651,0,"1"
709682658,"Existing Customer",37,"F",4,"High School","Single","$40K - $60K","Blue",36,5,3,1,3093,2517,576,0.855,1371,23,0.917,0.814,"1"
714311583,"Existing Customer",46,"F",4,"Graduate","Single","Unknown","Blue",36,4,3,2,17023,1084,15939,0.928,1610,43,0.387,0.064,"1"
711147483,"Attrited Customer",46,"F",3,"Graduate","Single","Less than $40K","Blue",28,2,2,3,8551,1067,7484,0.931,1097,32,0.778,0.125,"1"
824805858,"Existing Customer",39,"F",2,"Uneducated","Single","Less than $40K","Blue",35,5,3,3,9235,1479,7756,0.843,1537,49,0.581,0.16,"1"
787595658,"Existing Customer",57,"F",3,"Unknown","Single","Less than $40K","Blue",29,6,1,1,8801,1421,7380,0.568,1104,31,0.292,0.161,"1"
813469458,"Existing Customer",26,"F",1,"Graduate","Single","$40K - $60K","Blue",20,6,3,3,1438.3,673,765.3,0.595,2167,48,0.412,0.468,"1"
715490733,"Existing Customer",54,"F",3,"Uneducated","Single","Unknown","Blue",36,5,1,2,11975,1542,10433,0.77,1211,35,0.4,0.129,"1"
798035358,"Existing Customer",46,"F",4,"High School","Single","Less than $40K","Blue",40,3,2,2,3556,2172,1384,0.402,1221,41,0.708,0.611,"1"
709545333,"Existing Customer",33,"F",4,"High School","Single","Unknown","Blue",29,6,2,3,12716,1496,11220,1.032,2412,64,0.6,0.118,"1"
719466558,"Existing Customer",60,"F",0,"High School","Single","Unknown","Blue",36,3,2,2,4546,0,4546,0.66,1361,34,0.308,0,"1"
806392908,"Existing Customer",52,"F",4,"High School","Single","Unknown","Blue",47,6,2,3,7469,2338,5131,0.441,1212,33,0.32,0.313,"1"
772139433,"Existing Customer",44,"F",2,"College","Single","$40K - $60K","Blue",33,4,2,3,4589,1240,3349,0.856,1637,61,0.906,0.27,"1"
712420833,"Existing Customer",49,"F",5,"College","Single","Unknown","Blue",41,6,3,2,16031,2245,13786,0.635,1527,57,0.462,0.14,"1"
713845083,"Attrited Customer",41,"F",4,"High School","Single","Less than $40K","Blue",36,6,2,3,4203,2517,1686,0.771,1489,43,0.536,0.599,"1"
710070183,"Existing Customer",53,"F",1,"High School","Single","Less than $40K","Blue",36,3,2,2,2615,1772,843,0.611,1419,38,0.357,0.678,"1"
717776808,"Existing Customer",47,"F",4,"Graduate","Single","Less than $40K","Blue",39,3,2,3,7353,1450,5903,0.739,2005,54,0.459,0.197,"1"
714906033,"Existing Customer",47,"F",2,"Graduate","Single","Less than $40K","Blue",36,6,2,2,5145,0,5145,0.693,1588,35,0.944,0,"1"
721117533,"Existing Customer",46,"F",3,"Graduate","Single","Less than $40K","Blue",26,3,3,3,2171,1418,753,0.505,1415,45,0.406,0.653,"1"
712240083,"Attrited Customer",38,"F",3,"Unknown","Single","Less than $40K","Blue",30,6,2,2,3730,2517,1213,0.853,858,22,0.467,0.675,"1"
721120008,"Existing Customer",43,"F",2,"Uneducated","Single","$40K - $60K","Blue",29,6,3,2,2162,1377,785,0.6,1555,29,0.706,0.637,"1"
789875883,"Existing Customer",41,"F",4,"Uneducated","Single","Less than $40K","Blue",31,5,1,2,2490,627,1863,0.345,1391,45,0.364,0.252,"1"
714173808,"Existing Customer",44,"F",4,"Graduate","Single","Less than $40K","Blue",34,5,1,2,4214,1249,2965,0.542,1389,34,0.478,0.296,"1"
720007383,"Attrited Customer",41,"F",2,"Unknown","Single","Unknown","Blue",28,2,1,3,4411,2517,1894,0.988,803,15,0.875,0.571,"1"
715588908,"Existing Customer",42,"F",4,"Graduate","Single","Less than $40K","Blue",32,3,2,3,6158,0,6158,1.411,3132,66,0.784,0,"1"
719412258,"Existing Customer",39,"F",3,"Graduate","Single","Less than $40K","Blue",30,5,3,4,5202,815,4387,1.108,1558,48,0.778,0.157,"1"
788675658,"Existing Customer",39,"F",2,"Unknown","Single","Less than $40K","Blue",29,6,2,4,1923,845,1078,0.587,1670,37,0.682,0.439,"1"
820584408,"Existing Customer",49,"F",3,"Graduate","Single","Less than $40K","Blue",44,3,3,2,4364,1507,2857,1.05,1392,38,1.375,0.345,"1"
789920883,"Existing Customer",45,"F",3,"Graduate","Single","Unknown","Blue",36,3,3,4,11189,2517,8672,2.041,2959,58,1.231,0.225,"1"
713149683,"Existing Customer",44,"F",3,"College","Single","Less than $40K","Blue",24,5,1,4,9297,1668,7629,0.521,1264,31,0.632,0.179,"1"
803347908,"Existing Customer",34,"F",1,"Graduate","Single","Less than $40K","Gold",28,4,3,2,15987,0,15987,1.494,2327,65,0.806,0,"1"
708595158,"Existing Customer",27,"F",0,"Graduate","Single","Less than $40K","Blue",36,6,1,2,1677,1598,79,0.994,2389,43,0.536,0.953,"1"
709793133,"Existing Customer",43,"F",2,"Unknown","Single","$40K - $60K","Blue",36,6,1,4,3186,2470,716,0.58,1531,37,0.233,0.775,"1"
710032608,"Existing Customer",52,"F",1,"Graduate","Single","Less than $40K","Blue",32,3,1,3,5927,2320,3607,0.544,1558,46,0.643,0.391,"1"
817144458,"Existing Customer",32,"F",2,"Graduate","Single","Less than $40K","Blue",17,5,1,2,1438.3,1228,210.3,1.132,2580,67,0.971,0.854,"1"
739594758,"Attrited Customer",51,"F",2,"Graduate","Single","Less than $40K","Blue",44,6,3,2,3181,2517,664,0.595,818,16,0.455,0.791,"1"
713693958,"Existing Customer",38,"F",1,"Uneducated","Single","Less than $40K","Blue",27,6,3,4,8638,0,8638,0.489,1295,29,0.381,0,"1"
714790008,"Existing Customer",38,"F",1,"Unknown","Single","Less than $40K","Blue",36,3,2,3,3764,0,3764,0.583,1572,57,0.357,0,"1"
788915283,"Existing Customer",43,"F",2,"College","Single","Less than $40K","Blue",29,5,1,2,2304,1589,715,0.872,1273,36,0.895,0.69,"1"
715745508,"Existing Customer",51,"F",4,"Graduate","Single","Unknown","Blue",34,3,1,2,11221,1279,9942,1.116,1564,45,1.647,0.114,"1"
822984108,"Existing Customer",34,"F",4,"High School","Single","Less than $40K","Blue",30,4,1,3,3046,2279,767,0.611,2330,69,0.643,0.748,"1"
719469333,"Existing Customer",33,"F",1,"High School","Single","Less than $40K","Blue",25,6,3,4,6193,695,5498,0.632,2456,69,0.725,0.112,"1"
787547208,"Existing Customer",48,"F",3,"College","Single","Less than $40K","Blue",38,3,3,4,7326,1710,5616,1.171,1852,62,1,0.233,"1"
714983283,"Attrited Customer",39,"F",3,"High School","Single","Less than $40K","Blue",36,6,1,3,3651,0,3651,0.977,862,19,1.111,0,"1"
789731433,"Existing Customer",26,"F",0,"Unknown","Single","Less than $40K","Blue",13,4,2,4,2063,1390,673,0.877,2602,42,0.556,0.674,"1"
772794108,"Existing Customer",46,"F",3,"Doctorate","Single","Less than $40K","Blue",36,5,1,4,2201,651,1550,0.825,3165,65,0.585,0.296,"1"
719182308,"Existing Customer",38,"F",2,"High School","Single","Less than $40K","Blue",27,6,1,3,2096,1567,529,0.778,1559,49,1.042,0.748,"1"
798158808,"Existing Customer",53,"F",1,"College","Single","$40K - $60K","Blue",47,5,3,2,6605,1479,5126,0.739,2017,47,0.679,0.224,"1"
720141408,"Attrited Customer",49,"F",2,"Graduate","Single","Less than $40K","Blue",31,5,1,2,5456,951,4505,0.737,1096,27,0.588,0.174,"1"
788699808,"Existing Customer",38,"F",4,"Unknown","Single","Unknown","Blue",14,4,1,2,4394,0,4394,0.889,1538,43,0.536,0,"1"
715074258,"Existing Customer",26,"F",0,"Graduate","Single","$40K - $60K","Blue",36,5,3,3,3930,0,3930,0.758,2067,42,0.355,0,"1"
717277833,"Existing Customer",27,"F",1,"Graduate","Single","Unknown","Blue",13,6,2,4,2339,2080,259,1.067,2294,45,0.452,0.889,"1"
712586583,"Existing Customer",26,"F",0,"Graduate","Single","$40K - $60K","Blue",13,6,3,4,1643,1101,542,0.713,2152,50,0.471,0.67,"1"
712196508,"Attrited Customer",46,"F",3,"High School","Single","Unknown","Blue",34,4,3,3,29543,1164,28379,0.717,1015,27,0.35,0.039,"1"
709183683,"Existing Customer",31,"F",0,"Uneducated","Single","Less than $40K","Blue",36,4,2,0,5391,0,5391,1.075,1971,56,0.6,0,"1"
713407458,"Existing Customer",62,"F",0,"Graduate","Single","Unknown","Blue",36,5,2,4,2870,2284,586,0.661,3946,74,0.574,0.796,"1"
708971583,"Existing Customer",38,"F",2,"Uneducated","Single","Less than $40K","Blue",29,3,3,2,3590,1924,1666,0.573,1472,37,0.762,0.536,"1"
709452633,"Existing Customer",56,"F",4,"High School","Single","Less than $40K","Blue",36,3,1,3,8881,2145,6736,0.705,2027,49,0.815,0.242,"1"
769579608,"Existing Customer",53,"F",1,"Graduate","Single","Less than $40K","Blue",46,3,6,4,2240,1601,639,0.833,3795,70,0.75,0.715,"1"
772353408,"Existing Customer",43,"F",5,"Unknown","Single","$40K - $60K","Blue",33,4,3,4,5330,1161,4169,0.558,1441,43,0.387,0.218,"1"
771099183,"Existing Customer",37,"F",2,"Graduate","Single","Less than $40K","Blue",24,5,2,3,8444,1945,6499,0.703,2497,74,0.609,0.23,"1"
709204158,"Existing Customer",36,"F",2,"Post-Graduate","Single","Less than $40K","Blue",24,5,2,4,3438,1129,2309,0.605,2331,56,0.436,0.328,"1"
716162583,"Existing Customer",45,"F",0,"Unknown","Single","Less than $40K","Blue",36,6,2,3,3230,2517,713,0.615,1931,57,0.425,0.779,"1"
710581758,"Existing Customer",52,"F",2,"Graduate","Single","$40K - $60K","Blue",44,6,2,3,3360,1219,2141,0.412,1309,30,1,0.363,"1"
710616183,"Existing Customer",46,"F",3,"Uneducated","Single","Unknown","Blue",33,5,3,4,19995,0,19995,0.65,1879,34,0.7,0,"1"
708173433,"Existing Customer",26,"F",1,"Unknown","Single","$40K - $60K","Blue",14,4,2,4,5645,2324,3321,0.655,2482,57,0.727,0.412,"1"
717961458,"Existing Customer",49,"F",2,"Uneducated","Single","Less than $40K","Blue",37,5,1,4,2934,2381,553,0.762,3396,64,0.778,0.812,"1"
718068933,"Existing Customer",36,"F",3,"Uneducated","Single","Less than $40K","Blue",36,5,2,4,5750,1521,4229,0.837,2155,61,0.605,0.265,"1"
712505658,"Existing Customer",51,"F",4,"Unknown","Single","Less than $40K","Blue",41,3,1,3,5530,1999,3531,1.018,1766,45,0.667,0.361,"1"
792565908,"Existing Customer",36,"F",2,"Uneducated","Single","Less than $40K","Blue",30,6,2,3,2684,1474,1210,1.042,2346,51,1.04,0.549,"1"
710035008,"Existing Customer",31,"F",0,"Uneducated","Single","Less than $40K","Blue",24,3,2,4,3827,1397,2430,0.88,2491,64,1,0.365,"1"
710307933,"Existing Customer",32,"F",0,"College","Single","Less than $40K","Blue",24,3,3,4,2917,2517,400,0.833,2471,60,0.875,0.863,"1"
712489158,"Existing Customer",36,"F",0,"Uneducated","Single","Unknown","Blue",18,5,3,2,3667,948,2719,0.641,2781,59,0.844,0.259,"1"
717591483,"Existing Customer",52,"F",3,"Graduate","Single","Less than $40K","Blue",44,4,1,3,3416,2044,1372,0.994,1924,48,0.92,0.598,"1"
717670758,"Existing Customer",30,"F",1,"Graduate","Single","Less than $40K","Blue",20,5,2,3,5030,1327,3703,0.803,2523,71,0.775,0.264,"1"
771556308,"Existing Customer",26,"F",0,"High School","Single","Less than $40K","Blue",13,6,3,4,3517,1195,2322,0.556,2255,48,0.5,0.34,"1"
711772008,"Attrited Customer",35,"F",3,"Graduate","Single","Less than $40K","Blue",22,1,2,1,1890,666,1224,0.691,1483,36,0.5,0.352,"1"
739692933,"Existing Customer",46,"F",2,"Unknown","Single","$40K - $60K","Blue",29,4,2,4,3126,2517,609,1.235,1638,41,0.519,0.805,"1"
779126658,"Existing Customer",26,"F",0,"Graduate","Single","$40K - $60K","Blue",13,5,1,2,5655,0,5655,0.842,2312,61,0.649,0,"1"
811571733,"Existing Customer",26,"F",0,"Unknown","Single","Unknown","Blue",13,4,2,2,2600,1876,724,0.606,2625,45,0.364,0.722,"1"
719227233,"Existing Customer",27,"F",1,"Unknown","Single","Less than $40K","Blue",36,3,3,3,1553,723,830,0.666,1954,43,0.344,0.466,"1"
717141858,"Existing Customer",56,"F",2,"High School","Single","$40K - $60K","Blue",36,4,1,2,13904,625,13279,0.673,3151,67,0.595,0.045,"1"
711006783,"Existing Customer",38,"F",1,"Graduate","Single","Less than $40K","Blue",22,3,3,3,2484,2149,335,0.669,1200,28,0.647,0.865,"1"
718651083,"Existing Customer",35,"F",2,"Graduate","Single","Unknown","Blue",25,4,1,4,10329,514,9815,0.708,2461,68,0.838,0.05,"1"
816319008,"Existing Customer",52,"F",2,"Graduate","Single","Unknown","Blue",47,6,3,3,13276,1917,11359,1.075,1901,33,0.833,0.144,"1"
713725683,"Existing Customer",36,"F",0,"College","Single","Less than $40K","Blue",27,6,3,2,3282,1843,1439,0.625,2614,79,0.646,0.562,"1"
711285633,"Existing Customer",33,"F",0,"Unknown","Single","Unknown","Blue",36,6,1,3,2735,1769,966,1.465,3306,71,0.972,0.647,"1"
778511733,"Existing Customer",42,"F",3,"College","Single","$40K - $60K","Blue",30,6,3,2,5424,1812,3612,0.513,1634,44,0.76,0.334,"1"
821179233,"Attrited Customer",50,"F",1,"Post-Graduate","Single","$40K - $60K","Blue",46,1,3,3,1493,932,561,0.466,1554,43,0.344,0.624,"1"
715217733,"Existing Customer",33,"F",2,"High School","Single","Unknown","Blue",25,5,1,4,11922,792,11130,0.667,2154,61,0.525,0.066,"1"
813752433,"Attrited Customer",43,"F",3,"Graduate","Single","Less than $40K","Blue",38,5,2,4,4075,1986,2089,1.214,2449,27,0.038,0.487,"1"
710227908,"Existing Customer",37,"F",3,"Graduate","Single","Less than $40K","Blue",36,3,2,3,6077,1397,4680,0.834,2837,74,0.609,0.23,"1"
714248733,"Existing Customer",26,"F",0,"Unknown","Single","Unknown","Blue",13,4,1,2,4395,1240,3155,0.662,2272,46,0.438,0.282,"1"
804481608,"Existing Customer",37,"F",1,"Unknown","Single","Less than $40K","Blue",32,6,3,3,9661,0,9661,0.926,2825,60,0.818,0,"1"
713630733,"Existing Customer",34,"F",2,"Graduate","Single","Less than $40K","Blue",24,5,3,3,5712,1955,3757,0.969,2617,54,0.8,0.342,"1"
806407308,"Attrited Customer",54,"F",3,"College","Single","Unknown","Blue",49,6,2,3,13184,0,13184,1.166,2047,33,0.179,0,"1"
720153258,"Existing Customer",53,"F",2,"College","Single","Less than $40K","Blue",45,6,3,3,6210,1083,5127,0.621,3095,62,0.59,0.174,"1"
