"CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio","Cluster"
721232058,"Existing Customer",49,"M",1,"Graduate","Unknown","$40K - $60K","Silver",41,6,1,3,20231,977,19254,0.893,1215,36,0.714,0.048,"3"
827332983,"Existing Customer",46,"M",3,"High School","Single","$80K - $120K","Gold",42,3,2,2,34516,2113,32403,0.618,1362,31,1.214,0.061,"3"
793581933,"Existing Customer",50,"M",3,"High School","Single","$40K - $60K","Silver",44,4,3,4,19853,1513,18340,0.802,1878,55,0.41,0.076,"3"
787623858,"Existing Customer",43,"M",2,"Uneducated","Divorced","$120K +","Silver",24,4,2,0,34516,1938,32578,0.426,1215,45,0.406,0.056,"3"
708177333,"Existing Customer",51,"F",2,"High School","Married","Less than $40K","Silver",36,5,3,0,11261,2485,8776,0.736,1158,26,0.857,0.221,"3"
785114808,"Existing Customer",46,"M",2,"Post-Graduate","Single","$40K - $60K","Silver",40,4,2,2,15459,0,15459,0.789,1419,30,0.667,0,"3"
779558733,"Existing Customer",50,"F",4,"Unknown","Married","Unknown","Silver",36,6,1,2,32156,1791,30365,0.906,1559,39,1.167,0.056,"3"
710383158,"Existing Customer",49,"M",3,"Uneducated","Single","$80K - $120K","Silver",41,4,1,2,34516,0,34516,0.499,1506,47,0.516,0,"3"
710997183,"Existing Customer",46,"M",0,"Unknown","Married","$60K - $80K","Gold",36,3,3,2,34516,1092,33424,0.737,1409,39,0.345,0.032,"3"
713571258,"Existing Customer",45,"M",2,"Unknown","Single","$60K - $80K","Silver",26,6,3,2,32349,1630,30719,0.646,1343,41,0.519,0.05,"3"
718923858,"Existing Customer",42,"M",1,"College","Married","$60K - $80K","Silver",29,5,2,2,26750,1204,25546,0.428,1131,29,0.318,0.045,"3"
752666508,"Existing Customer",41,"M",4,"College","Married","$80K - $120K","Silver",34,4,3,3,34516,1347,33169,0.801,1005,22,1,0.039,"3"
719070108,"Existing Customer",44,"M",2,"Graduate","Married","$80K - $120K","Silver",35,4,1,3,34516,1726,32790,0.867,1729,52,0.677,0.05,"3"
713378133,"Existing Customer",54,"F",0,"Post-Graduate","Single","Less than $40K","Silver",39,6,2,3,11696,2288,9408,0.973,2445,60,0.765,0.196,"3"
720998358,"Existing Customer",52,"M",0,"High School","Married","$120K +","Silver",41,3,3,1,34516,1043,33473,0.562,1489,38,0.357,0.03,"3"
710045058,"Existing Customer",46,"M",5,"High School","Married","$40K - $60K","Silver",28,5,1,3,18797,2158,16639,0.446,1364,40,0.538,0.115,"3"
718699683,"Existing Customer",48,"M",3,"College","Married","$80K - $120K","Silver",36,6,2,2,34516,0,34516,0.691,1733,54,0.636,0,"3"
771359958,"Existing Customer",39,"M",4,"Unknown","Single","$120K +","Silver",26,6,2,2,34516,2517,31999,0.887,1689,42,1.1,0.073,"3"
708358683,"Existing Customer",46,"M",2,"Graduate","Married","$80K - $120K","Silver",35,6,3,2,34516,1236,33280,0.549,1665,40,0.667,0.036,"3"
810220833,"Existing Customer",42,"M",4,"Graduate","Unknown","$40K - $60K","Silver",37,3,6,2,15871,2086,13785,0.745,1562,43,0.955,0.131,"3"
816776283,"Existing Customer",42,"M",4,"High School","Unknown","$80K - $120K","Gold",37,5,1,2,34516,1797,32719,1.314,1534,30,0.875,0.052,"3"
780025908,"Existing Customer",40,"F",2,"Post-Graduate","Married","Less than $40K","Silver",30,4,2,2,10836,1932,8904,0.563,1293,31,0.824,0.178,"3"
710628783,"Existing Customer",38,"M",4,"High School","Single","$80K - $120K","Gold",36,6,1,3,34516,1140,33376,0.815,1445,45,0.957,0.033,"3"
780581508,"Existing Customer",58,"F",1,"Doctorate","Single","$40K - $60K","Silver",47,5,2,4,16677,1590,15087,0.885,1410,37,0.609,0.095,"3"
796990908,"Existing Customer",35,"M",3,"Post-Graduate","Single","$80K - $120K","Silver",29,5,3,2,34516,1872,32644,1.068,2227,61,1.103,0.054,"3"
821872758,"Existing Customer",65,"M",0,"High School","Single","Less than $40K","Silver",56,4,2,4,12609,2517,10092,0.833,2121,49,0.531,0.2,"3"
718654533,"Existing Customer",33,"F",1,"High School","Single","Less than $40K","Silver",24,5,2,2,12956,0,12956,1.053,2492,56,0.931,0,"3"
711499158,"Existing Customer",47,"M",2,"Uneducated","Married","$80K - $120K","Silver",38,4,3,4,34516,733,33783,1.229,3018,60,0.538,0.021,"3"
709816158,"Existing Customer",31,"F",1,"Unknown","Single","Unknown","Silver",36,4,3,2,34516,0,34516,0.791,2183,60,1.069,0,"3"
713206683,"Attrited Customer",40,"M",4,"Graduate","Single","$80K - $120K","Silver",22,3,1,3,34516,0,34516,0.64,1028,26,0.3,0,"3"
709316433,"Existing Customer",52,"M",2,"High School","Single","$60K - $80K","Silver",33,6,1,4,33182,1997,31185,0.755,1630,43,0.87,0.06,"3"
713371233,"Existing Customer",43,"F",1,"Graduate","Married","Less than $40K","Silver",31,5,1,2,11583,631,10952,0.714,3320,55,0.774,0.054,"3"
713529858,"Existing Customer",29,"M",2,"Graduate","Divorced","$40K - $60K","Silver",22,6,2,3,15578,1383,14195,0.794,2492,71,0.614,0.089,"3"
794632308,"Existing Customer",40,"M",4,"Graduate","Married","$60K - $80K","Silver",25,5,3,2,28822,2517,26305,0.492,1504,35,0.296,0.087,"3"
720009558,"Existing Customer",33,"F",2,"College","Single","Unknown","Gold",36,3,1,3,34516,1540,32976,1.038,2574,72,0.756,0.045,"3"
710813733,"Existing Customer",48,"M",4,"Uneducated","Married","$60K - $80K","Silver",35,5,3,4,33791,0,33791,0.712,1546,41,0.577,0,"3"
721084833,"Existing Customer",48,"M",5,"High School","Married","$40K - $60K","Silver",34,5,0,2,17657,2018,15639,0.55,1682,39,0.95,0.114,"3"
719125158,"Existing Customer",35,"F",2,"High School","Single","Less than $40K","Silver",15,5,2,2,13882,1452,12430,0.771,2685,71,0.511,0.105,"3"
803833608,"Existing Customer",40,"M",3,"Uneducated","Single","$40K - $60K","Silver",33,4,1,3,21308,564,20744,0.448,1322,38,0.652,0.026,"3"
719688408,"Existing Customer",45,"M",3,"Graduate","Married","$80K - $120K","Silver",36,6,2,3,34516,0,34516,0.534,3530,68,0.659,0,"3"
715524708,"Existing Customer",49,"M",5,"Unknown","Single","$40K - $60K","Silver",41,4,2,2,20756,1710,19046,0.816,1502,31,0.824,0.082,"3"
720677733,"Existing Customer",40,"M",3,"Graduate","Married","$80K - $120K","Silver",36,6,3,0,34516,1002,33514,1.345,2579,68,0.7,0.029,"3"
720122808,"Attrited Customer",52,"M",2,"High School","Married","$60K - $80K","Silver",35,4,4,3,33180,511,32669,0.681,797,14,0.273,0.015,"3"
713484483,"Existing Customer",36,"F",4,"Uneducated","Single","Unknown","Silver",21,3,1,2,34516,907,33609,0.572,2298,55,0.719,0.026,"3"
720282558,"Existing Customer",36,"M",2,"Graduate","Single","$80K - $120K","Silver",27,5,2,4,34516,1568,32948,0.878,2873,73,0.659,0.045,"3"
790145733,"Attrited Customer",40,"M",3,"College","Single","$80K - $120K","Silver",33,1,3,4,34516,0,34516,0.927,1112,26,0.368,0,"3"
710594358,"Existing Customer",28,"F",0,"Unknown","Single","Less than $40K","Silver",36,4,3,4,14910,873,14037,0.737,2560,72,0.674,0.059,"3"
714832383,"Existing Customer",35,"M",0,"High School","Single","$80K - $120K","Gold",29,6,2,3,34516,1965,32551,1.044,2949,70,1,0.057,"3"
780881358,"Existing Customer",35,"M",3,"Graduate","Single","$40K - $60K","Silver",17,6,3,2,16659,0,16659,1.012,2551,74,0.609,0,"3"
779852133,"Existing Customer",48,"M",2,"Unknown","Married","$120K +","Silver",32,3,2,4,34516,2098,32418,0.741,3093,66,0.784,0.061,"3"
771040758,"Existing Customer",62,"F",0,"Graduate","Single","Unknown","Silver",49,5,1,2,30310,0,30310,0.777,3703,91,0.492,0,"3"
780382008,"Existing Customer",42,"F",4,"Unknown","Single","Less than $40K","Silver",32,6,3,2,13719,1384,12335,1.201,3774,63,0.658,0.101,"3"
717437058,"Existing Customer",38,"M",2,"Unknown","Divorced","$60K - $80K","Silver",26,4,2,0,26437,681,25756,1.021,2167,57,0.727,0.026,"3"
711032058,"Existing Customer",34,"M",3,"High School","Single","$80K - $120K","Silver",21,6,4,3,34516,2517,31999,0.791,2901,75,0.923,0.073,"3"
708331758,"Existing Customer",47,"F",2,"Uneducated","Divorced","Unknown","Silver",35,3,1,4,32444,1843,30601,1.127,3725,60,0.622,0.057,"3"
715517733,"Attrited Customer",46,"F",3,"High School","Single","Less than $40K","Silver",39,1,0,4,13092,1962,11130,0.686,936,25,0.25,0.15,"3"
720639783,"Existing Customer",35,"F",1,"Uneducated","Single","Unknown","Silver",27,4,3,2,34516,0,34516,0.682,2562,62,0.722,0,"3"
712091433,"Existing Customer",58,"M",4,"Uneducated","Single","$40K - $60K","Silver",50,5,2,3,18431,902,17529,1.296,2950,61,0.848,0.049,"3"
713021208,"Attrited Customer",55,"F",2,"College","Single","Unknown","Silver",36,2,3,3,34516,0,34516,0.399,1353,40,0.212,0,"3"
757753083,"Existing Customer",44,"F",0,"Graduate","Married","Less than $40K","Silver",36,5,3,2,10110,1229,8881,0.65,4063,74,0.48,0.122,"3"
719568333,"Existing Customer",39,"M",3,"Unknown","Single","$80K - $120K","Silver",36,5,3,2,34516,1900,32616,1.002,1668,36,0.714,0.055,"3"
792912708,"Existing Customer",45,"M",5,"Graduate","Married","$40K - $60K","Silver",39,3,1,5,15198,2098,13100,0.8,3183,64,0.73,0.138,"3"
786493908,"Existing Customer",42,"F",4,"Uneducated","Single","Less than $40K","Silver",36,4,3,3,10091,0,10091,1.121,3347,64,0.778,0,"3"
806170158,"Existing Customer",39,"M",4,"Graduate","Single","$60K - $80K","Gold",34,3,3,2,34516,542,33974,0.866,3899,78,0.857,0.016,"3"
716864733,"Existing Customer",47,"M",3,"College","Married","$120K +","Silver",27,6,3,3,34516,2315,32201,0.599,1805,46,0.704,0.067,"3"
773364483,"Existing Customer",45,"F",4,"Doctorate","Unknown","Unknown","Silver",39,4,1,2,34516,1298,33218,0.757,1906,39,0.773,0.038,"3"
797757333,"Existing Customer",43,"M",3,"Post-Graduate","Married","$60K - $80K","Gold",37,6,1,2,34516,1580,32936,0.707,4149,86,0.755,0.046,"3"
709616958,"Existing Customer",38,"M",2,"High School","Single","$60K - $80K","Silver",30,4,3,4,26556,1583,24973,0.694,3168,73,0.738,0.06,"3"
714030183,"Existing Customer",59,"M",0,"Graduate","Single","$80K - $120K","Silver",36,5,3,3,34516,1494,33022,1.229,3259,65,0.585,0.043,"3"
787231233,"Existing Customer",34,"M",5,"Post-Graduate","Single","$80K - $120K","Silver",28,3,3,2,34516,1731,32785,0.605,2421,63,0.575,0.05,"3"
714542058,"Existing Customer",53,"M",1,"Graduate","Unknown","$60K - $80K","Silver",44,5,2,1,26365,680,25685,0.498,3411,68,0.789,0.026,"3"
715749108,"Existing Customer",48,"M",3,"Graduate","Married","$60K - $80K","Gold",37,5,1,2,34516,2429,32087,0.742,3205,57,0.727,0.07,"3"
772935108,"Existing Customer",47,"M",1,"Unknown","Divorced","$80K - $120K","Silver",38,3,2,3,34516,802,33714,0.899,1823,27,0.8,0.023,"3"
710325258,"Existing Customer",52,"M",1,"Unknown","Married","$80K - $120K","Silver",36,6,1,0,34516,1847,32669,0.527,3284,65,0.477,0.054,"3"
793678608,"Existing Customer",46,"M",4,"Graduate","Single","$80K - $120K","Silver",40,5,1,4,34516,0,34516,0.938,3568,57,0.676,0,"3"
772399983,"Existing Customer",55,"M",2,"College","Single","$80K - $120K","Silver",45,3,1,4,34516,1433,33083,0.728,1966,31,0.55,0.042,"3"
714757908,"Existing Customer",46,"M",4,"Graduate","Married","$120K +","Silver",36,4,1,3,34516,1380,33136,0.66,2163,56,0.4,0.04,"3"
712494108,"Existing Customer",38,"M",2,"Post-Graduate","Single","$60K - $80K","Silver",36,3,3,4,34516,1954,32562,0.436,1872,52,0.486,0.057,"3"
718949433,"Existing Customer",42,"F",3,"College","Single","Unknown","Silver",31,3,2,2,34516,919,33597,0.919,3415,79,0.756,0.027,"3"
714199983,"Existing Customer",48,"M",3,"Uneducated","Single","$60K - $80K","Gold",40,5,2,5,34516,2317,32199,0.699,3927,68,0.7,0.067,"3"
710884683,"Existing Customer",48,"M",4,"Graduate","Married","$80K - $120K","Silver",40,6,2,5,34516,807,33709,0.967,3937,80,1.051,0.023,"3"
715105908,"Existing Customer",28,"F",0,"Graduate","Single","Unknown","Silver",15,3,3,3,32024,1232,30792,1.04,2507,64,0.882,0.038,"3"
717613233,"Existing Customer",45,"M",4,"Uneducated","Married","$60K - $80K","Silver",33,5,2,4,25907,745,25162,0.607,2058,56,0.806,0.029,"3"
715629783,"Existing Customer",51,"M",1,"Graduate","Married","$40K - $60K","Silver",36,6,2,2,17905,980,16925,0.731,4399,64,0.778,0.055,"3"
720323208,"Existing Customer",43,"M",2,"Graduate","Married","$120K +","Silver",31,6,2,4,34516,2398,32118,0.917,4976,88,0.692,0.069,"3"
716154258,"Existing Customer",48,"M",4,"Doctorate","Unknown","$60K - $80K","Silver",38,3,2,2,32658,1482,31176,0.941,2023,37,0.542,0.045,"3"
799700208,"Existing Customer",38,"M",2,"Graduate","Single","$60K - $80K","Silver",32,5,1,1,26988,1587,25401,0.968,3732,70,0.795,0.059,"3"
770937183,"Existing Customer",40,"F",4,"Graduate","Single","Less than $40K","Silver",27,3,1,2,10745,2084,8661,0.847,3502,87,0.933,0.194,"3"
715468083,"Existing Customer",40,"F",2,"Doctorate","Married","Unknown","Silver",36,3,2,4,34516,1686,32830,0.562,3146,66,0.65,0.049,"3"
708502908,"Existing Customer",61,"M",2,"High School","Single","$60K - $80K","Silver",48,5,2,3,26218,0,26218,0.74,3925,88,0.833,0,"3"
720132258,"Existing Customer",49,"M",3,"Post-Graduate","Single","$120K +","Silver",36,6,1,5,34516,1323,33193,0.934,3422,78,0.529,0.038,"3"
718785483,"Existing Customer",38,"M",1,"Doctorate","Single","$80K - $120K","Silver",29,6,3,3,34516,1435,33081,1.13,4238,85,0.809,0.042,"3"
709163358,"Attrited Customer",41,"M",5,"Unknown","Single","$60K - $80K","Gold",32,2,3,4,34516,2517,31999,0.465,1727,35,0.458,0.073,"3"
717427983,"Existing Customer",50,"F",3,"High School","Single","Less than $40K","Silver",39,4,3,4,11176,2422,8754,1.003,2682,64,0.641,0.217,"3"
710703708,"Existing Customer",46,"F",4,"Unknown","Single","$40K - $60K","Silver",35,6,3,2,16985,968,16017,0.455,2961,56,0.647,0.057,"3"
720683958,"Existing Customer",41,"M",4,"Uneducated","Divorced","$80K - $120K","Gold",36,6,2,2,34516,0,34516,0.742,4077,67,0.763,0,"3"
780704358,"Existing Customer",34,"M",3,"Post-Graduate","Unknown","$60K - $80K","Silver",23,4,3,0,27710,0,27710,0.777,4014,73,0.659,0,"3"
717843783,"Existing Customer",33,"F",1,"College","Single","Less than $40K","Silver",17,4,3,2,13431,1583,11848,0.621,2338,71,0.69,0.118,"3"
717332733,"Existing Customer",47,"M",4,"Unknown","Single","$80K - $120K","Silver",37,5,2,4,34516,0,34516,1.06,2851,80,0.739,0,"3"
720562008,"Existing Customer",34,"M",2,"Graduate","Single","$80K - $120K","Silver",22,4,3,3,34516,1263,33253,0.603,2759,65,0.806,0.037,"3"
713271708,"Existing Customer",46,"M",3,"Uneducated","Married","Less than $40K","Silver",33,5,2,2,12685,0,12685,0.674,4454,74,0.574,0,"3"
709683633,"Existing Customer",32,"F",1,"High School","Single","Less than $40K","Silver",13,4,1,2,10332,948,9384,0.843,2914,67,0.763,0.092,"3"
715690908,"Existing Customer",46,"F",3,"Graduate","Single","Less than $40K","Silver",39,4,3,2,12222,1260,10962,1.138,3418,78,0.733,0.103,"3"
717271983,"Existing Customer",60,"M",0,"College","Single","$80K - $120K","Silver",53,6,3,2,34516,1388,33128,0.791,3261,64,0.684,0.04,"3"
709104333,"Existing Customer",50,"M",5,"Post-Graduate","Married","$120K +","Silver",36,5,2,4,34516,891,33625,0.926,2687,64,0.778,0.026,"3"
803415183,"Existing Customer",44,"M",3,"Unknown","Single","$80K - $120K","Silver",38,3,3,1,34516,657,33859,0.641,4614,76,0.689,0.019,"3"
708714108,"Existing Customer",42,"F",3,"High School","Single","Less than $40K","Silver",31,5,2,3,13441,2517,10924,0.734,1894,49,0.633,0.187,"3"
816772908,"Existing Customer",38,"M",3,"High School","Single","$60K - $80K","Silver",33,6,1,2,34516,1793,32723,0.767,4533,78,0.472,0.052,"3"
711046383,"Existing Customer",55,"M",2,"Graduate","Single","$80K - $120K","Silver",36,5,1,1,34516,1316,33200,0.818,3542,60,0.714,0.038,"3"
709330383,"Existing Customer",37,"F",1,"Graduate","Single","Less than $40K","Silver",19,4,3,3,12535,2049,10486,0.683,3283,74,0.609,0.163,"3"
720508233,"Attrited Customer",62,"M",0,"Unknown","Single","$40K - $60K","Silver",42,3,4,4,17161,0,17161,0.552,1898,42,0.556,0,"3"
719562108,"Existing Customer",28,"F",0,"Uneducated","Single","Less than $40K","Silver",20,6,3,3,12793,1650,11143,0.783,2671,67,0.763,0.129,"3"
720708183,"Existing Customer",53,"F",1,"Uneducated","Divorced","$40K - $60K","Silver",36,5,1,1,15248,1242,14006,0.725,4758,83,0.456,0.081,"3"
771886233,"Existing Customer",48,"M",1,"Unknown","Married","$60K - $80K","Silver",37,6,3,5,25270,1090,24180,0.819,1941,51,1.318,0.043,"3"
712665633,"Existing Customer",43,"F",3,"Graduate","Married","Less than $40K","Silver",30,6,1,4,12952,1864,11088,0.414,3472,51,0.457,0.144,"3"
816084333,"Existing Customer",42,"M",2,"Unknown","Single","$120K +","Gold",37,5,2,2,34516,1230,33286,0.72,3260,63,1.1,0.036,"3"
816834933,"Existing Customer",34,"F",4,"Graduate","Single","Unknown","Silver",29,6,2,2,30702,673,30029,0.721,2652,64,0.524,0.022,"3"
715986258,"Existing Customer",53,"F",1,"Uneducated","Single","$40K - $60K","Silver",41,3,3,2,15845,1675,14170,0.514,4037,68,0.447,0.106,"3"
779661033,"Existing Customer",49,"M",4,"Unknown","Married","$60K - $80K","Silver",32,5,2,3,25620,1107,24513,0.971,3503,66,0.65,0.043,"3"
718354683,"Existing Customer",59,"F",0,"Graduate","Single","$40K - $60K","Silver",45,6,3,3,21358,1225,20133,0.681,3646,77,0.75,0.057,"3"
714467733,"Existing Customer",45,"M",2,"Graduate","Married","$60K - $80K","Silver",36,3,2,3,30428,1721,28707,0.717,4178,69,0.605,0.057,"3"
811035483,"Attrited Customer",47,"M",3,"Uneducated","Divorced","$120K +","Silver",42,2,4,5,34516,0,34516,0.521,1641,35,0.591,0,"3"
788030208,"Attrited Customer",42,"F",2,"Uneducated","Single","Less than $40K","Silver",33,1,2,3,13453,2517,10936,0.619,1904,42,0.448,0.187,"3"
710695083,"Existing Customer",44,"M",3,"College","Single","$60K - $80K","Silver",32,4,1,3,28397,1421,26976,0.635,1635,31,0.824,0.05,"3"
709830783,"Existing Customer",47,"M",5,"Unknown","Single","$120K +","Silver",36,5,2,2,34516,1686,32830,0.937,4039,72,0.756,0.049,"3"
715140933,"Existing Customer",45,"F",3,"Graduate","Single","$40K - $60K","Silver",39,5,2,4,21425,1459,19966,1.061,3704,60,0.538,0.068,"3"
756397458,"Existing Customer",54,"F",1,"Graduate","Single","Less than $40K","Silver",47,6,3,4,12873,0,12873,1.005,3170,70,0.842,0,"3"
779502333,"Attrited Customer",50,"M",4,"Graduate","Single","$120K +","Silver",32,5,3,2,34516,0,34516,0.321,1480,37,0.276,0,"3"
716142858,"Existing Customer",46,"F",4,"Uneducated","Married","Less than $40K","Silver",36,3,1,4,10961,1391,9570,0.662,3914,77,0.75,0.127,"3"
789334458,"Existing Customer",43,"F",3,"Graduate","Unknown","Unknown","Silver",33,3,1,3,34516,1858,32658,0.622,4197,67,0.523,0.054,"3"
712000758,"Existing Customer",51,"M",4,"Uneducated","Single","$120K +","Silver",39,5,2,1,34516,1959,32557,0.888,3997,54,0.929,0.057,"3"
715378383,"Existing Customer",43,"F",4,"Graduate","Single","Unknown","Silver",36,4,3,4,34516,1893,32623,0.748,3639,76,1,0.055,"3"
716040783,"Existing Customer",45,"F",3,"Graduate","Unknown","Less than $40K","Silver",36,3,2,2,14521,0,14521,0.41,4178,66,0.467,0,"3"
708871158,"Existing Customer",60,"M",1,"Graduate","Single","$60K - $80K","Silver",42,4,3,4,28701,0,28701,1.165,3516,57,0.727,0,"3"
717655458,"Existing Customer",40,"F",2,"Uneducated","Unknown","$40K - $60K","Silver",28,5,3,4,16903,1507,15396,0.97,3819,61,0.525,0.089,"3"
780045708,"Existing Customer",42,"F",3,"Graduate","Single","$40K - $60K","Silver",26,6,2,2,15104,1204,13900,0.824,4259,79,0.58,0.08,"3"
789597408,"Existing Customer",39,"F",1,"Post-Graduate","Single","$40K - $60K","Silver",32,5,2,3,17814,0,17814,0.82,4712,76,0.689,0,"3"
719914908,"Existing Customer",37,"M",2,"Uneducated","Divorced","Less than $40K","Silver",36,3,3,2,11568,1846,9722,0.755,1701,44,1.095,0.16,"3"
710809833,"Existing Customer",40,"M",3,"Graduate","Married","$80K - $120K","Silver",27,3,1,2,34516,0,34516,0.834,3193,53,0.559,0,"3"
778502958,"Existing Customer",47,"M",3,"Unknown","Divorced","$60K - $80K","Silver",35,4,2,5,29812,2031,27781,0.767,2385,50,0.515,0.068,"3"
721538883,"Existing Customer",45,"M",4,"Graduate","Single","$40K - $60K","Silver",37,4,3,4,15578,0,15578,0.716,4449,81,0.723,0,"3"
719335233,"Existing Customer",47,"F",3,"Uneducated","Married","Less than $40K","Silver",27,5,3,4,14335,938,13397,0.445,3610,75,0.531,0.065,"3"
717661908,"Existing Customer",37,"M",5,"Doctorate","Single","$80K - $120K","Silver",36,4,1,1,34516,0,34516,0.711,2681,55,0.618,0,"3"
711205758,"Attrited Customer",45,"M",3,"College","Single","$80K - $120K","Silver",33,1,3,3,34516,0,34516,1.492,2534,43,0.433,0,"3"
718270833,"Existing Customer",48,"F",3,"Post-Graduate","Married","Less than $40K","Silver",40,6,3,3,13991,1580,12411,0.864,4100,74,0.721,0.113,"3"
784263558,"Existing Customer",43,"M",2,"Uneducated","Single","$60K - $80K","Silver",37,4,3,3,27781,0,27781,1,3184,61,0.743,0,"3"
711191808,"Existing Customer",39,"M",0,"Graduate","Single","$80K - $120K","Gold",32,3,1,4,34516,1793,32723,0.545,4256,82,0.783,0.052,"3"
713277783,"Existing Customer",45,"F",4,"Uneducated","Married","$40K - $60K","Silver",36,6,2,2,18679,905,17774,0.541,2168,55,0.486,0.048,"3"
773457558,"Existing Customer",45,"F",5,"College","Single","$40K - $60K","Silver",39,3,2,2,15677,1227,14450,0.76,3818,81,0.588,0.078,"3"
769578858,"Existing Customer",40,"M",2,"Graduate","Married","$40K - $60K","Silver",33,4,3,1,18737,0,18737,0.797,4010,76,0.767,0,"3"
