"CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio","Cluster"
719720058,"Existing Customer",44,"M",3,"High School","Single","$60K - $80K","Blue",31,4,3,1,12756,837,11919,1.932,1413,14,1.8,0.066,"8"
714070758,"Existing Customer",49,"M",4,"High School","Single","$80K - $120K","Blue",38,4,3,0,31302,1953,29349,0.875,1564,35,2.182,0.062,"8"
714107958,"Existing Customer",45,"M",1,"Graduate","Single","$40K - $60K","Blue",36,4,4,3,6576,0,6576,0.579,1465,34,0.619,0,"8"
789140283,"Existing Customer",53,"M",0,"Graduate","Single","$80K - $120K","Blue",42,5,4,1,2664,2037,627,0.85,1286,29,0.933,0.765,"8"
779509983,"Existing Customer",53,"M",2,"Post-Graduate","Single","$120K +","Blue",36,6,1,2,34516,931,33585,0.828,1022,21,1.1,0.027,"8"
711844758,"Existing Customer",48,"M",3,"Graduate","Single","$80K - $120K","Blue",35,6,1,0,13551,1294,12257,0.791,1388,37,1.056,0.095,"8"
714798783,"Existing Customer",49,"M",1,"Graduate","Single","$80K - $120K","Blue",36,6,2,2,18886,895,17991,1.826,1235,18,1.571,0.047,"8"
771894558,"Existing Customer",50,"M",3,"High School","Single","$80K - $120K","Blue",39,4,1,4,9964,1559,8405,1.873,1626,25,0.786,0.156,"8"
718414008,"Existing Customer",50,"M",2,"Graduate","Single","$120K +","Blue",36,3,2,2,34516,1023,33493,1.004,1064,13,0.625,0.03,"8"
711318033,"Existing Customer",47,"M",3,"Graduate","Single","$60K - $80K","Blue",36,4,2,2,2926,0,2926,0.676,1304,24,0.846,0,"8"
783554958,"Existing Customer",58,"M",4,"Graduate","Single","$120K +","Blue",52,6,1,0,32090,0,32090,0.567,1368,30,0.364,0,"8"
718039683,"Existing Customer",52,"M",2,"High School","Single","$40K - $60K","Blue",45,3,1,2,13532,1300,12232,0.846,1521,29,1.417,0.096,"8"
711402333,"Existing Customer",47,"M",2,"Doctorate","Single","Less than $40K","Blue",37,2,1,3,3235,797,2438,0.541,1493,32,1,0.246,"8"
789968058,"Existing Customer",51,"M",1,"Unknown","Single","$120K +","Blue",42,6,2,3,9036,2327,6709,0.649,1131,18,0.636,0.258,"8"
767712558,"Attrited Customer",59,"M",1,"College","Single","$60K - $80K","Blue",53,2,3,3,14979,0,14979,0.71,530,10,1,0,"8"
711009708,"Existing Customer",40,"M",3,"High School","Single","$80K - $120K","Blue",28,5,1,0,21617,0,21617,1.047,1351,22,0.467,0,"8"
773827008,"Existing Customer",47,"M",4,"Uneducated","Single","$60K - $80K","Blue",41,6,2,2,2405,1540,865,0.469,1087,29,1.231,0.64,"8"
713741358,"Attrited Customer",46,"M",5,"Graduate","Single","$80K - $120K","Blue",33,6,3,3,32975,2517,30458,0.658,597,17,0.7,0.076,"8"
779862408,"Existing Customer",49,"M",3,"Post-Graduate","Single","$80K - $120K","Blue",33,3,1,0,6278,462,5816,1.161,1087,33,0.941,0.074,"8"
709752183,"Existing Customer",48,"M",3,"High School","Single","$60K - $80K","Blue",36,4,2,2,11432,2517,8915,0.615,1374,37,0.762,0.22,"8"
713837058,"Existing Customer",48,"M",2,"College","Single","Less than $40K","Blue",36,3,2,3,2571,1955,616,0.531,1234,24,0.714,0.76,"8"
758076408,"Existing Customer",50,"M",2,"Unknown","Single","$40K - $60K","Blue",43,2,1,3,1857,1603,254,0.579,1590,43,1.263,0.863,"8"
778425408,"Existing Customer",44,"M",4,"Graduate","Single","$80K - $120K","Blue",24,5,3,0,3839,2295,1544,0.569,1271,24,0.714,0.598,"8"
713137233,"Existing Customer",41,"M",2,"High School","Single","$80K - $120K","Blue",28,4,3,0,27756,1789,25967,0.75,994,24,0.846,0.064,"8"
769425858,"Existing Customer",45,"M",3,"College","Single","$60K - $80K","Blue",32,4,1,2,1438.3,0,1438.3,0.81,1468,26,0.625,0,"8"
717906783,"Existing Customer",41,"M",5,"Graduate","Single","$120K +","Blue",29,5,2,2,5207,1748,3459,1.073,1310,26,1,0.336,"8"
769433508,"Existing Customer",43,"M",1,"College","Single","$60K - $80K","Blue",37,6,3,3,2733,1819,914,0.767,933,25,0.923,0.666,"8"
789830058,"Existing Customer",44,"M",4,"Unknown","Single","$80K - $120K","Blue",34,4,1,2,21573,1585,19988,0.621,1384,36,2.273,0.073,"8"
710741208,"Existing Customer",39,"M",2,"High School","Single","$80K - $120K","Blue",36,4,2,2,5269,1475,3794,1.148,2094,25,0.667,0.28,"8"
793636308,"Existing Customer",49,"M",3,"Uneducated","Single","$80K - $120K","Blue",43,2,2,2,4645,1650,2995,0.912,1193,33,0.65,0.355,"8"
721022433,"Existing Customer",44,"M",2,"Doctorate","Single","$60K - $80K","Blue",36,5,1,2,7577,2480,5097,0.435,1409,35,0.167,0.327,"8"
710103558,"Existing Customer",50,"M",3,"Post-Graduate","Single","$120K +","Blue",31,4,1,2,3234,1486,1748,0.868,1354,28,0.647,0.459,"8"
772390908,"Attrited Customer",59,"M",0,"High School","Single","$40K - $60K","Blue",48,2,4,3,3616,1054,2562,0.616,687,17,0.545,0.291,"8"
715432608,"Existing Customer",43,"M",4,"Unknown","Single","$60K - $80K","Blue",36,4,1,0,22322,953,21369,0.769,1348,34,1.125,0.043,"8"
799471833,"Existing Customer",45,"M",1,"Uneducated","Single","$120K +","Blue",39,4,2,2,3133,1510,1623,0.609,1435,38,0.462,0.482,"8"
807226683,"Existing Customer",48,"M",3,"Unknown","Single","$40K - $60K","Blue",43,6,1,3,5279,1115,4164,0.549,1642,41,0.519,0.211,"8"
714511758,"Existing Customer",45,"M",4,"Graduate","Single","$80K - $120K","Blue",40,4,3,0,6363,1029,5334,0.838,1542,16,1.286,0.162,"8"
715050408,"Existing Customer",41,"M",3,"High School","Single","$80K - $120K","Blue",36,4,3,3,8029,1576,6453,0.826,1094,32,0.524,0.196,"8"
719211558,"Attrited Customer",45,"M",2,"Graduate","Single","$60K - $80K","Blue",36,1,1,2,3401,0,3401,0.898,744,18,1,0,"8"
715120608,"Existing Customer",44,"M",3,"Graduate","Single","$60K - $80K","Blue",37,2,3,2,14546,1703,12843,0.955,1273,27,0.588,0.117,"8"
720250158,"Existing Customer",45,"M",2,"College","Single","$60K - $80K","Blue",33,6,3,0,23218,1814,21404,1.178,1749,37,2.083,0.078,"8"
754897008,"Existing Customer",46,"M",3,"High School","Single","$40K - $60K","Blue",39,2,3,2,9432,1418,8014,0.612,1319,26,0.368,0.15,"8"
714576183,"Existing Customer",47,"M",4,"Graduate","Single","$80K - $120K","Blue",36,6,3,2,21637,2030,19607,0.776,1222,23,0.438,0.094,"8"
721425558,"Existing Customer",52,"M",2,"Graduate","Single","$120K +","Blue",37,2,3,2,14543,0,14543,0.788,1536,37,0.423,0,"8"
787464408,"Existing Customer",53,"M",2,"Uneducated","Single","$60K - $80K","Blue",40,5,2,2,19116,0,19116,0.656,1184,29,0.611,0,"8"
716203308,"Existing Customer",52,"M",3,"Graduate","Single","$80K - $120K","Blue",42,6,3,3,2731,1692,1039,0.62,1220,22,0.692,0.62,"8"
713773458,"Existing Customer",52,"M",2,"High School","Single","$60K - $80K","Blue",45,5,3,2,7567,1173,6394,0.541,1435,32,0.6,0.155,"8"
781391058,"Existing Customer",55,"M",1,"Uneducated","Single","$40K - $60K","Blue",49,6,3,2,1443,1375,68,0.683,1991,38,0.583,0.953,"8"
790134408,"Existing Customer",46,"M",4,"Graduate","Single","$60K - $80K","Blue",39,6,2,3,10741,755,9986,1.166,1278,22,1.444,0.07,"8"
711857733,"Existing Customer",49,"M",3,"Uneducated","Single","$60K - $80K","Blue",32,3,2,2,18584,2517,16067,0.703,1330,34,1.125,0.135,"8"
788830683,"Existing Customer",40,"M",2,"Graduate","Single","$80K - $120K","Blue",24,5,1,0,2478,2031,447,1.284,1558,31,0.938,0.82,"8"
807030858,"Existing Customer",51,"M",4,"High School","Single","$120K +","Blue",46,6,3,3,34516,2274,32242,0.788,1795,47,0.679,0.066,"8"
716545383,"Existing Customer",42,"M",3,"Uneducated","Single","$40K - $60K","Blue",36,3,1,0,9599,1554,8045,1.087,1154,38,1.235,0.162,"8"
713308683,"Existing Customer",52,"M",1,"Uneducated","Single","$80K - $120K","Blue",37,5,2,2,2733,1306,1427,0.791,1139,39,0.444,0.478,"8"
708813033,"Existing Customer",47,"M",1,"Graduate","Single","$40K - $60K","Blue",36,5,3,0,6509,2033,4476,0.83,1409,37,0.37,0.312,"8"
778871508,"Existing Customer",54,"M",3,"Post-Graduate","Single","$60K - $80K","Blue",35,6,3,0,13048,1954,11094,1.139,1170,24,0.846,0.15,"8"
717276708,"Existing Customer",57,"M",2,"Unknown","Single","$80K - $120K","Blue",36,3,3,2,3127,2517,610,0.589,1470,30,1.143,0.805,"8"
753606108,"Existing Customer",56,"M",3,"Unknown","Single","$60K - $80K","Blue",49,3,1,3,1438.3,0,1438.3,0.503,1093,22,0.833,0,"8"
718927533,"Existing Customer",45,"M",3,"Graduate","Single","$80K - $120K","Blue",32,5,2,2,24487,2517,21970,0.912,1512,42,0.909,0.103,"8"
772308408,"Existing Customer",44,"M",3,"Graduate","Single","$80K - $120K","Blue",33,6,3,3,4131,785,3346,0.543,906,22,1.2,0.19,"8"
709547658,"Attrited Customer",39,"M",2,"Uneducated","Single","$60K - $80K","Blue",36,5,3,3,13961,1299,12662,0.842,783,20,0.667,0.093,"8"
794496033,"Existing Customer",57,"M",2,"Unknown","Single","$80K - $120K","Blue",38,6,1,3,23008,2280,20728,0.674,1302,36,0.636,0.099,"8"
721469433,"Existing Customer",48,"M",3,"Graduate","Single","$40K - $60K","Blue",36,5,2,3,6880,1390,5490,1.205,1784,35,0.944,0.202,"8"
789129033,"Existing Customer",44,"M",5,"Unknown","Single","$80K - $120K","Blue",32,5,3,2,14910,877,14033,0.772,1150,26,0.625,0.059,"8"
803366358,"Existing Customer",38,"M",1,"Unknown","Single","$60K - $80K","Blue",29,5,2,1,14596,2192,12404,0.898,1300,25,1.083,0.15,"8"
709230708,"Existing Customer",56,"M",4,"Uneducated","Single","Less than $40K","Blue",36,3,2,2,3864,1654,2210,0.491,1470,42,0.235,0.428,"8"
801383808,"Existing Customer",50,"M",3,"Graduate","Single","$60K - $80K","Blue",44,4,2,3,23090,839,22251,1.326,1198,24,1,0.036,"8"
711864783,"Existing Customer",61,"M",1,"Uneducated","Single","$60K - $80K","Blue",46,5,3,2,2201,1138,1063,0.675,1199,32,0.6,0.517,"8"
767294658,"Attrited Customer",56,"M",2,"College","Single","$120K +","Blue",50,2,2,3,16867,0,16867,0.885,654,14,0.4,0,"8"
720902133,"Existing Customer",58,"M",1,"High School","Single","$40K - $60K","Blue",46,4,1,0,5579,0,5579,0.481,1025,35,0.667,0,"8"
715878183,"Existing Customer",46,"M",4,"Graduate","Single","$80K - $120K","Blue",35,4,3,3,18325,723,17602,0.815,1517,33,0.65,0.039,"8"
709110633,"Existing Customer",41,"M",1,"Graduate","Single","$80K - $120K","Blue",29,5,1,3,21684,1748,19936,0.715,1329,24,0.6,0.081,"8"
718768158,"Existing Customer",57,"M",1,"College","Single","$40K - $60K","Blue",48,3,1,2,3539,0,3539,0.781,1336,23,0.211,0,"8"
711374283,"Existing Customer",47,"M",3,"High School","Single","$80K - $120K","Blue",42,4,1,0,24480,1923,22557,0.505,1416,32,0.778,0.079,"8"
711195558,"Existing Customer",59,"M",1,"College","Single","$40K - $60K","Blue",48,6,3,3,7251,1603,5648,0.591,1300,36,0.8,0.221,"8"
720267033,"Existing Customer",34,"M",4,"Post-Graduate","Single","$80K - $120K","Blue",26,3,3,2,5100,1786,3314,1.06,2375,63,0.575,0.35,"8"
711019308,"Existing Customer",58,"M",2,"High School","Single","$60K - $80K","Blue",45,3,2,0,6385,1535,4850,1.138,1612,47,0.88,0.24,"8"
793473033,"Existing Customer",51,"M",1,"Graduate","Single","$60K - $80K","Blue",45,3,2,3,3228,2517,711,0.949,1349,33,1.357,0.78,"8"
719443683,"Attrited Customer",50,"M",1,"Unknown","Single","$120K +","Blue",39,3,2,3,27512,2137,25375,1.048,1149,25,0.562,0.078,"8"
717998058,"Existing Customer",26,"M",0,"Graduate","Single","Less than $40K","Blue",13,6,3,2,2585,2019,566,0.525,2644,40,0.481,0.781,"8"
809296308,"Existing Customer",46,"M",2,"College","Single","$80K - $120K","Blue",41,4,2,0,21526,2332,19194,0.755,1313,37,0.609,0.108,"8"
778176108,"Existing Customer",61,"M",0,"High School","Single","$60K - $80K","Blue",51,4,2,2,5504,1412,4092,0.722,1290,38,0.462,0.257,"8"
711622683,"Existing Customer",48,"M",4,"Unknown","Single","$60K - $80K","Blue",30,4,3,3,7712,1387,6325,0.861,1597,39,0.56,0.18,"8"
772264383,"Existing Customer",44,"M",2,"Graduate","Single","$120K +","Blue",33,4,1,3,13301,0,13301,1.058,1385,50,0.515,0,"8"
715015683,"Existing Customer",44,"M",2,"Graduate","Single","$40K - $60K","Blue",34,5,3,1,5331,1993,3338,0.777,1766,39,0.625,0.374,"8"
710462433,"Existing Customer",45,"M",4,"Graduate","Single","$60K - $80K","Blue",30,6,2,2,17625,894,16731,1.285,1773,39,1.053,0.051,"8"
779445108,"Existing Customer",26,"M",0,"Graduate","Single","$40K - $60K","Blue",13,6,1,2,3290,1616,1674,0.466,2781,54,0.35,0.491,"8"
718193958,"Existing Customer",60,"M",0,"Uneducated","Single","Less than $40K","Blue",53,5,3,2,2402,1728,674,0.652,1650,53,0.606,0.719,"8"
713889933,"Existing Customer",59,"M",0,"Graduate","Single","$40K - $60K","Blue",48,4,2,2,1638,0,1638,0.533,1536,44,0.63,0,"8"
709446783,"Existing Customer",46,"M",4,"Graduate","Single","$60K - $80K","Blue",38,3,3,2,4335,2480,1855,0.543,1373,36,1.118,0.572,"8"
789115833,"Existing Customer",44,"M",4,"High School","Single","$60K - $80K","Blue",32,5,3,2,3233,1034,2199,0.759,1256,29,0.706,0.32,"8"
711242058,"Attrited Customer",48,"M",4,"Unknown","Single","$80K - $120K","Blue",36,1,3,1,11862,2517,9345,0.766,643,16,0.231,0.212,"8"
715383108,"Existing Customer",52,"M",2,"Graduate","Single","$120K +","Blue",44,5,1,1,34516,2174,32342,0.426,1616,50,0.515,0.063,"8"
713490483,"Existing Customer",61,"M",0,"Uneducated","Single","$80K - $120K","Blue",48,6,2,2,21740,0,21740,0.676,1755,54,0.543,0,"8"
804403908,"Existing Customer",50,"M",3,"Graduate","Single","$60K - $80K","Blue",45,4,2,3,21872,1118,20754,0.658,1806,31,0.409,0.051,"8"
714495258,"Existing Customer",26,"M",0,"College","Single","Less than $40K","Blue",36,4,1,3,1438.3,479,959.3,0.553,1786,37,0.37,0.333,"8"
718943508,"Existing Customer",42,"M",3,"Unknown","Single","$80K - $120K","Blue",33,3,3,2,3714,2170,1544,0.524,1454,35,0.522,0.584,"8"
719309958,"Attrited Customer",55,"M",3,"Doctorate","Single","$80K - $120K","Blue",35,4,1,3,20865,0,20865,0.881,837,25,0.667,0,"8"
780913308,"Existing Customer",43,"M",3,"Unknown","Single","$60K - $80K","Blue",34,6,2,0,13771,2517,11254,0.501,1510,42,0.75,0.183,"8"
808897683,"Attrited Customer",53,"M",1,"Graduate","Single","$80K - $120K","Blue",48,3,3,3,30271,1406,28865,1.336,3231,47,0.306,0.046,"8"
720916683,"Existing Customer",41,"M",3,"Graduate","Single","$80K - $120K","Blue",26,4,3,2,11806,1811,9995,0.754,1465,31,0.476,0.153,"8"
720923658,"Existing Customer",48,"M",3,"Post-Graduate","Single","$60K - $80K","Blue",39,5,2,2,4734,954,3780,0.6,1570,45,0.452,0.202,"8"
712710708,"Existing Customer",55,"M",2,"High School","Single","$40K - $60K","Blue",36,5,2,0,6244,2517,3727,0.607,1445,40,0.29,0.403,"8"
719085933,"Existing Customer",35,"M",3,"Graduate","Single","$80K - $120K","Blue",24,4,1,2,23561,864,22697,1.373,2447,64,1,0.037,"8"
715124958,"Existing Customer",50,"M",3,"Uneducated","Single","$80K - $120K","Blue",36,5,2,3,24742,1676,23066,0.566,1306,31,0.55,0.068,"8"
769170558,"Existing Customer",53,"M",3,"Graduate","Single","$60K - $80K","Blue",47,6,4,3,16320,0,16320,0.757,1279,41,0.708,0,"8"
718888308,"Existing Customer",53,"M",3,"Graduate","Single","$80K - $120K","Blue",36,4,3,2,34516,2517,31999,0.741,1475,33,0.833,0.073,"8"
827108583,"Existing Customer",55,"M",3,"High School","Single","$120K +","Blue",51,3,1,3,34516,1266,33250,0.846,1161,26,0.368,0.037,"8"
710280558,"Existing Customer",51,"M",1,"Graduate","Single","$60K - $80K","Blue",39,3,3,2,8796,2517,6279,0.492,1195,18,0.8,0.286,"8"
780106908,"Existing Customer",53,"M",1,"High School","Single","$80K - $120K","Blue",38,6,2,2,8154,996,7158,0.594,1379,26,1,0.122,"8"
709671708,"Existing Customer",61,"M",0,"Uneducated","Single","$80K - $120K","Blue",36,4,2,1,19354,984,18370,0.956,1207,32,0.684,0.051,"8"
801728658,"Existing Customer",53,"M",2,"Graduate","Single","$60K - $80K","Blue",47,6,3,0,13848,1389,12459,1.178,1773,38,0.407,0.1,"8"
720310458,"Existing Customer",46,"M",1,"Unknown","Single","$120K +","Blue",32,5,2,1,11840,1295,10545,0.84,1560,49,0.4,0.109,"8"
818045958,"Existing Customer",46,"M",4,"Graduate","Single","$40K - $60K","Blue",41,5,3,2,6741,1745,4996,0.559,1682,46,0.438,0.259,"8"
718325883,"Existing Customer",39,"M",2,"Uneducated","Single","$40K - $60K","Blue",32,6,3,2,7723,1902,5821,1.181,1241,22,1,0.246,"8"
779557533,"Existing Customer",54,"M",1,"Post-Graduate","Single","$80K - $120K","Blue",40,6,3,3,10260,942,9318,1.042,1566,50,0.562,0.092,"8"
710573808,"Existing Customer",55,"M",2,"Unknown","Single","$60K - $80K","Blue",36,6,3,3,2243,1418,825,0.39,1334,31,0.409,0.632,"8"
779320983,"Existing Customer",46,"M",4,"Uneducated","Single","$80K - $120K","Blue",28,4,3,2,19843,1178,18665,0.909,1638,49,0.633,0.059,"8"
716918508,"Existing Customer",39,"M",1,"College","Single","$40K - $60K","Blue",24,4,3,3,3770,1197,2573,0.621,1602,49,0.441,0.318,"8"
717321783,"Existing Customer",50,"M",1,"Uneducated","Single","$60K - $80K","Blue",45,5,2,2,10344,1274,9070,0.445,1617,47,0.424,0.123,"8"
709120008,"Existing Customer",43,"M",2,"High School","Single","$60K - $80K","Blue",36,4,3,2,6976,0,6976,0.519,1217,39,1.438,0,"8"
709117533,"Existing Customer",42,"M",3,"High School","Single","$80K - $120K","Blue",36,4,3,1,21134,1508,19626,0.505,1556,35,0.842,0.071,"8"
712689333,"Existing Customer",38,"M",2,"Unknown","Single","$80K - $120K","Blue",28,4,3,2,20241,1203,19038,0.66,1102,31,0.632,0.059,"8"
756065433,"Existing Customer",26,"M",0,"Unknown","Single","$40K - $60K","Blue",19,5,2,2,2187,1597,590,0.777,2560,46,0.314,0.73,"8"
714665733,"Existing Customer",42,"M",4,"Graduate","Single","$60K - $80K","Blue",36,5,1,0,2727,834,1893,0.568,1294,26,0.444,0.306,"8"
772782708,"Existing Customer",50,"M",3,"Post-Graduate","Single","$80K - $120K","Blue",40,5,2,2,31383,1688,29695,0.765,1721,56,0.75,0.054,"8"
710722908,"Existing Customer",53,"M",3,"Doctorate","Single","$120K +","Blue",36,3,1,0,30883,1694,29189,0.86,1267,23,0.533,0.055,"8"
771706308,"Existing Customer",46,"M",2,"Doctorate","Single","$80K - $120K","Blue",34,4,3,2,14310,694,13616,0.558,1254,34,0.478,0.048,"8"
780198258,"Existing Customer",46,"M",4,"College","Single","$120K +","Blue",36,5,2,1,7793,1705,6088,0.597,1099,39,0.696,0.219,"8"
788946783,"Existing Customer",50,"M",2,"Unknown","Single","$120K +","Blue",36,5,1,3,9697,0,9697,0.759,1812,50,0.923,0,"8"
780598383,"Existing Customer",35,"M",3,"Doctorate","Single","$40K - $60K","Blue",23,4,3,2,2148,1545,603,0.682,2167,65,0.512,0.719,"8"
712373208,"Attrited Customer",43,"M",3,"Doctorate","Single","$60K - $80K","Blue",35,3,3,2,3312,0,3312,0.698,647,19,0.462,0,"8"
716909283,"Existing Customer",60,"M",1,"Post-Graduate","Single","$80K - $120K","Blue",48,3,1,3,30655,0,30655,0.475,3280,78,0.625,0,"8"
719226333,"Existing Customer",44,"M",4,"Unknown","Single","$60K - $80K","Blue",24,5,3,2,11042,2211,8831,0.897,1140,25,0.786,0.2,"8"
779759058,"Existing Customer",52,"M",0,"Graduate","Single","$120K +","Blue",41,6,3,2,3386,1794,1592,0.671,1736,40,1.105,0.53,"8"
794498733,"Existing Customer",40,"M",2,"Unknown","Single","$120K +","Blue",21,6,4,3,20056,1602,18454,0.466,1687,46,0.533,0.08,"8"
710492733,"Existing Customer",29,"M",0,"Post-Graduate","Single","$40K - $60K","Blue",19,4,1,2,13632,1482,12150,0.893,2168,42,2.5,0.109,"8"
708455883,"Attrited Customer",57,"M",1,"Graduate","Single","$80K - $120K","Blue",36,2,3,2,10244,861,9383,0.78,1127,29,0.381,0.084,"8"
717420333,"Existing Customer",37,"M",1,"High School","Single","$60K - $80K","Blue",26,4,3,2,7349,2517,4832,0.877,2701,60,0.714,0.342,"8"
717707133,"Existing Customer",32,"M",1,"Unknown","Single","$40K - $60K","Blue",24,6,2,3,10060,2322,7738,0.894,2184,63,1.032,0.231,"8"
712763808,"Existing Customer",38,"M",2,"Unknown","Single","$60K - $80K","Blue",36,3,3,3,6692,2037,4655,0.401,1468,36,0.241,0.304,"8"
710574558,"Existing Customer",47,"M",4,"Graduate","Single","$80K - $120K","Blue",41,5,3,2,26442,1642,24800,0.651,1403,40,0.429,0.062,"8"
720718908,"Existing Customer",46,"M",3,"Uneducated","Single","$120K +","Blue",36,5,1,3,26977,1961,25016,0.641,1958,41,1.05,0.073,"8"
720244983,"Existing Customer",40,"M",3,"Unknown","Single","$40K - $60K","Blue",28,4,1,1,3563,1707,1856,0.506,1482,42,0.312,0.479,"8"
716462658,"Existing Customer",47,"M",4,"Doctorate","Single","$80K - $120K","Blue",36,3,1,1,18037,0,18037,0.74,1387,36,0.333,0,"8"
719648358,"Existing Customer",50,"M",2,"Graduate","Single","$80K - $120K","Blue",35,3,3,1,2514,1521,993,0.638,1636,36,0.385,0.605,"8"
720426708,"Attrited Customer",56,"M",3,"High School","Single","$60K - $80K","Blue",45,2,1,3,8512,0,8512,1.038,811,27,1.25,0,"8"
721279083,"Existing Customer",53,"M",4,"Graduate","Single","$80K - $120K","Blue",33,5,3,3,5376,1177,4199,0.939,1840,53,0.606,0.219,"8"
820355433,"Existing Customer",43,"M",3,"Unknown","Single","$40K - $60K","Blue",38,6,1,1,2615,0,2615,0.589,1395,34,0.259,0,"8"
719885883,"Existing Customer",53,"M",3,"College","Single","$120K +","Blue",36,6,2,0,34516,1901,32615,0.914,1497,43,1.15,0.055,"8"
711309033,"Existing Customer",41,"M",2,"Unknown","Single","$60K - $80K","Blue",24,6,2,2,17298,2310,14988,0.844,3663,65,0.806,0.134,"8"
720147633,"Existing Customer",61,"M",1,"Unknown","Single","$40K - $60K","Blue",47,3,2,2,11915,1631,10284,0.748,1956,63,0.537,0.137,"8"
708983658,"Attrited Customer",51,"M",2,"Uneducated","Single","$120K +","Blue",39,3,3,1,16868,0,16868,0.938,940,25,0.471,0,"8"
766285608,"Existing Customer",42,"M",3,"High School","Single","$40K - $60K","Blue",35,4,3,3,3266,1900,1366,1.568,2183,56,0.75,0.582,"8"
809342208,"Existing Customer",26,"M",0,"Graduate","Single","Unknown","Blue",19,4,1,2,1438.3,0,1438.3,0.472,2005,47,0.469,0,"8"
715993608,"Existing Customer",51,"M",2,"College","Single","$120K +","Blue",41,6,3,2,26714,2517,24197,0.758,1686,50,0.724,0.094,"8"
721249158,"Attrited Customer",42,"M",2,"Uneducated","Single","$60K - $80K","Blue",30,2,2,3,6414,0,6414,0.718,708,14,0.4,0,"8"
721049658,"Existing Customer",53,"M",3,"Graduate","Single","$80K - $120K","Blue",34,6,3,0,2506,0,2506,0.598,1687,62,0.59,0,"8"
714550383,"Existing Customer",46,"M",2,"High School","Single","$40K - $60K","Blue",36,4,3,3,4129,0,4129,0.96,1678,40,1,0,"8"
788814783,"Existing Customer",39,"M",1,"Uneducated","Single","$60K - $80K","Blue",22,4,3,3,9204,845,8359,0.673,1820,58,0.611,0.092,"8"
803957508,"Existing Customer",52,"M",2,"Unknown","Single","$80K - $120K","Blue",47,6,1,3,15904,1024,14880,0.369,1433,33,0.5,0.064,"8"
721051908,"Existing Customer",45,"M",3,"Graduate","Single","$60K - $80K","Blue",33,3,1,3,7552,0,7552,0.463,1393,32,0.455,0,"8"
713670333,"Existing Customer",60,"M",1,"Unknown","Single","Less than $40K","Blue",52,5,3,2,2486,1464,1022,0.731,1378,27,0.421,0.589,"8"
